Topic,Words,Frequency,Timestamp,Name
41,"jerusalén, marcha, desfile, israelí, israel",4,2016,41_jerusalén_israelí_israel_marcha
42,"estambul, turca, turquía, policía, gases",37,2016,42_estambul_turca_turquía_policía
43,"sexo, registro, madurez, menores, menor",7,2016,43_madurez_menores_registro_tribunal
44,"policía, agresión, transexual, palma, denuncia",35,2016,44_agresión_transexual_policía_odio
45,"iglesia, bendición, papa, diócesis, francisco",12,2016,45_bendición_iglesia_papa_bendiciones
46,"colegio, concertado, fanatismo terrorista, director, protección",5,2016,46_vox_cogam_fiscalía_podemos
48,"reproducción, asistida, reproducción asistida, mujeres, inseminación artificial",17,2016,48_reproducción_asistida_reproducción as...
49,"mr gay, mr, masterchef, gay, pregón",25,2016,49_mr gay_mr_gay_gay pride
50,"circuit, festival, barcelona, circuit festival, gay",24,2016,50_circuit_barcelona_festival_circuit fe...
51,"ley, identidad, madrid, pp, votos",1,2016,51_ley_madrid_ayuso_trans
53,"italia, uniones, senado, proyecto, proyecto ley",46,2016,53_italia_uniones_senado_proyecto
55,"antonelli, diputada, tuits, carla antonelli, carla",1,2016,55_ayuso_madrid_pp_leyes
56,"asilo, camerún, supremo, exámenes, alegaciones",18,2016,56_nigeria_asilo_país_camerún
57,"libros, librería, vanidad, biblioteca, sudor",2,2016,57_burriana_libros_biblioteca_censura
58,"hole, espectáculo, maestra, diva, terremoto",1,2016,58_almodóvar_cannes_extraña_pedro
59,"boxeador, declaraciones, itziar, recibido últimos, extraterrestres",7,2016,59_itziar_letonia_castro_actriz
60,"ibiza, gay pride, lgtb, orgullo, gay",13,2016,60_ibiza_carnaval_calles centro_género f...
62,"bélgica, atentados, islámico, belga, musulmán",1,2016,62_detenido_yihadistas_yihadista_palmas
64,"acoso, escolar, acoso escolar, jóvenes, alumnos",15,2016,64_acoso_ciento_jóvenes_escolar
66,"transgénero, jenner, oscar, chica danesa, antony",13,2016,66_trans_transgénero_mujer_belarra
67,"papa, francisco, diego, plasencia, jesús",27,2016,67_papa_francisco_pontífice_plasencia
70,"ciudad madrid, portavoz grupo, madrid, orgullo lgtb, ayuntamiento madrid",1,2016,70_concierto_orgullo_madrid_plaza
71,"papa, francisco, pecado, iglesia, papa francisco",2,2016,71_pecado_papa_francisco_delito
72,"multa, sanción, euros, protección datos, datos",7,2016,72_terapias_euros_multa_coach
74,"homosexualidad, libro, manual, mora, homosexuales",12,2016,74_homosexualidad_terapia_libro_em
75,"silvestre, ángel silvestre, miguel ángel, actor, ángel",5,2016,75_actor_contado_silvestre_pueblo
76,"animales, filipino, courage, peores, boxeador",26,2016,76_courage_animales_toledo_archidiócesis
77,"sagunt, port, bandera, parlamento autonómico, día internacional",3,2016,77_bandera_ayuntamiento_lgtbi_arcoíris
78,"valencia, economista, gay games, games, gay liébana",1,2016,78_gay games_games_gay_juegos
80,"honduras, presidente comunidad, rené, gobierno español, martínez",2,2016,80_españoles_iglesias_rodó_países
82,"reality, apple, modelos, modelo, emojis",2,2016,82_modelo_secret_marca_victoria
83,"cifuentes, madrid, orgullo, pp, ecologistas",11,2016,83_madrid_cogam_orgullo_ciudadanos
-1,"lgtbi, personas, vox, derechos, orgullo",2430,2019,-1_lgtbi_personas_derechos_colectivo
0,"lgtbi, ley, igualdad, diversidad, personas",320,2019,0_lgtbi_igualdad_ley_diversidad
1,"fútbol, jugador, futbolista, deporte, jankto",99,2019,1_fútbol_jankto_futbolista_jugador
2,"orgullo, actuación, orgullo gay, madrid, julio",175,2019,2_orgullo_orgullo gay_madrid_gay
3,"cursos, obispado, alcalá, homosexualidad, curar",140,2019,3_homosexualidad_cañizares_alcalá_obispa...
4,"orgullo, lgtbi, orgullo lgtbi, día, manifestación",141,2019,4_orgullo_lgtbi_orgullo lgtbi_lgtbiq
5,"acusado, víctima, hechos, delito, prisión",120,2019,5_acusado_víctima_hechos_prisión
6,"película, actriz, serie, personajes, cine",89,2019,6_película_personajes_serie_cine
7,"bandera, ayuntamiento, bandera lgtbi, semáforos, municipal",15,2019,7_bandera_bandera lgtbi_ayuntamiento_vox
8,"rusia, elton, elton john, john, putin",49,2019,8_rusia_propaganda_ruso_rusa
9,"homosexual, tener, heterosexual, homosexuales, abascal",81,2019,9_bisexuales_mujeres_homosexuales_homose...
10,"víctimas, detenido, policía, agentes, policía nacional",87,2019,10_víctimas_detenido_agentes_policía
11,"matrimonio, corte, ecuador, mismo sexo, constitucional",36,2019,11_matrimonio_mismo sexo_parejas_sexo
12,"mateen, orlando, tiroteo, policía, gay",32,2019,12_mateen_orlando_club_tiroteo
13,"personas transexuales, transexuales, salud, personas, identidad",58,2019,13_salud_transexuales_personas_transexua...
14,"agresiones, odio, och, per, lgtbi",54,2019,14_odio_delitos_agresiones_delitos odio
15,"mujeres, cómo, jedet, programa, va",60,2019,15_carmen_programa_actriz_veneno
16,"bandera, orgullo, ayuntamiento, orgullo gay, gay",48,2019,16_bandera_ayuntamiento_orgullo_día
17,"barcelona, lgtbi, atac, lgtbi barcelona, centre",71,2019,17_lgtbi_barcelona_lona_vox
18,"data, promotor, rock, música, link",33,2019,18_girona_gay_rock_cine
19,"partido, paz, benavente, barcelona, gestora",43,2019,19_barcelona_psc_collboni_partido
20,"premio, cine, festival, edición, premios",56,2019,20_premio_cine_festival_premios
21,"matrimonio, supremo, sexo, legalización, mismo sexo",3,2019,21_matrimonio_supremo_florida_tribunal
22,"taiwán, matrimonio, asia, mismo sexo, parejas",91,2019,22_taiwán_matrimonio_mismo sexo_asia
23,"trump, ejército, transgénero, personas transgénero, obama",57,2019,23_ejército_trump_obama_transgénero
24,"competir, atletas, transgénero, navratilova, deportistas",14,2019,24_atletas_atletismo_transgénero_competi...
25,"jehová, padrino, testigos jehová, utah, iglesia",4,2019,25_padrino_salinas_iglesia_obispado
26,"nombre, gabriel, niña, elsa, transexual",33,2019,26_nombre_cambio nombre_cambio_niña
27,"paloma, barreto, avilés, puñaladas, mujer",57,2019,27_transexual_policía_paloma_mujer
28,"apple, especies, comportamiento, machos, huevo",35,2019,28_especies_comportamiento_machos_indivi...
29,"terapias, sangre, alemania, someterse terapia, terapia",19,2019,29_sangre_donar_donar sangre_homosexuale...
30,"uganda, kenia, museveni, pena, áfrica",22,2019,30_uganda_museveni_homosexualidad_ley
31,"agresión, pareja, pareja gay, observatorio, barcelona",49,2019,31_agresión_pareja_observatorio_pareja g...
32,"iglesia, vaticano, papa, cardenales, libro",16,2019,32_iglesia_vaticano_papa_sacerdote
33,"protocolo, transexuales, centros, educativa, familias",35,2019,33_protocolo_educativa_centros_identidad
34,"turismo, fitur, oferta, destino, costa blanca",26,2019,34_turismo_fitur_destino_oferta
35,"vox, investidura, pp, documento, cs",54,2019,35_vox_pp_lgtbi_investidura
36,"literatura, novela, ricardo, libro, historia",37,2019,36_literatura_novela_libro_stuart
37,"trabajo, empresas, lgtbi, laboral, estudio",28,2019,37_trabajo_personas_laboral_empresas
38,"lgtbi, psoe, derechos, vox, saliendo calle",24,2019,38_psoe_lgtbi_derechos_vox
39,"marruecos, marroquí, homosexualidad, árabe, rabat",5,2019,39_marruecos_marroquí_rabat_marroquíes
40,"miss, melissa, transgénero, lotería, ede",12,2019,40_miss_jenner_caitlyn_ángela
41,"israel, jerusalén, netanyahu, israelí, aviv",13,2019,41_jerusalén_israelí_israel_marcha
42,"egipto, estambul, libertinaje, presentador, turquía",18,2019,42_estambul_turca_turquía_policía
43,"madurez, menores, registro, tribunal, sexo",69,2019,43_madurez_menores_registro_tribunal
44,"joven, agresión, transexual, policía, sylvia rivera",17,2019,44_agresión_transexual_policía_odio
45,"iglesia, papa, bendición, francisco, papa francisco",4,2019,45_bendición_iglesia_papa_bendiciones
46,"vox, cogam, fiscalía, podemos, colegios",69,2019,46_vox_cogam_fiscalía_podemos
47,"cortes, octavos, mundial, messi, abogados cristianos",1,2019,47_cortes_abogados cristianos_castilla l...
48,"asistida, reproducción, reproducción asistida, mujeres, sanidad",21,2019,48_reproducción_asistida_reproducción as...
49,"mr gay, mr, gay pride, pride, gay",21,2019,49_mr gay_mr_gay_gay pride
50,"circuit, barcelona, festival, circuit festival, gay",18,2019,50_circuit_barcelona_festival_circuit fe...
51,"franco, vidal, cartera, cargos, isabel franco",1,2019,51_ley_madrid_ayuso_trans
53,"atenas, sistema político, estatua, miles, miles personas",2,2019,53_italia_uniones_senado_proyecto
54,"deporte, declaración, declaración institucional, senador, lgtbifobia deporte",47,2019,54_deporte_declaración_declaración insti...
55,"vox, ayuso, madrid, pp, comunidad madrid",25,2019,55_ayuso_madrid_pp_leyes
56,"asilo, nigeria, kenia, relaciones, personas mismo",9,2019,56_nigeria_asilo_país_camerún
57,"egales, oasis, librería, lectores, hernández",1,2019,57_burriana_libros_biblioteca_censura
58,"almodóvar, rtve, lgtbiq, pedro, corto",1,2019,58_almodóvar_cannes_extraña_pedro
59,"itziar, castro, gorda, amor, sexo",2,2019,59_itziar_letonia_castro_actriz
60,"género familiar, principales calles, calles centro, primera manifestación, recorre",26,2019,60_ibiza_carnaval_calles centro_género f...
61,"almeida, bandera, bandera lgtbi, cibeles, bandera españa",26,2019,61_almeida_bandera_cibeles_bandera lgtbi
62,"detenido, yihadistas, yihadista, palmas, conversos",33,2019,62_detenido_yihadistas_yihadista_palmas
63,"irlanda, irlanda norte, norte, aborto, matrimonio",10,2019,63_irlanda_matrimonio_referéndum_dublín
64,"ciento, acoso, jóvenes, presenciado, escolar",14,2019,64_acoso_ciento_jóvenes_escolar
65,"metro, agresión, barcelona, guardia urbana, guardia",48,2019,65_metro_agresión_barcelona_guardia urba...
66,"transexual, trans, candidata, transgénero, elecciones",19,2019,66_trans_transgénero_mujer_belarra
68,"electoral, junta electoral, junta, valla, publicitaria",6,2019,68_electoral_junta electoral_lona_junta
69,"brunéi, sultán, lapidación, adulterio, brunei",47,2019,69_brunéi_sultán_lapidación_adulterio
70,"manifestación, madrid, orgullo, junio, barcelona",26,2019,70_concierto_orgullo_madrid_plaza
71,"pecado, papa, judíos, francisco, delito",3,2019,71_pecado_papa_francisco_delito
72,"terapias, euros, coach, multa, infracción",37,2019,72_terapias_euros_multa_coach
73,"chicago, duval, afroamericana, demócrata, ciudad",20,2019,73_duval_sumar_chicago_feminismo
74,"terapia, homosexualidad, em, terapeuta, conversión",27,2019,74_homosexualidad_terapia_libro_em
75,"porno, mark, actor, lucas, porno gay",3,2019,75_actor_contado_silvestre_pueblo
77,"bandera, ayuntamiento, lgtbi, orgullo, arcoíris",14,2019,77_bandera_ayuntamiento_lgtbi_arcoíris
78,"aplicación, gay games, games, portugal españa, polémica",1,2019,78_gay games_games_gay_juegos
79,"colegios, vox, información, formativas, monasterio",50,2019,79_colegios_vox_información_formativas
80,"és, rodó, países, españoles, españa",9,2019,80_españoles_iglesias_rodó_países
81,"eurovisión, hungría, demasiado, paloma río, río",30,2019,81_paloma río_río_gimnasia_paloma
82,"modelo, secret, marca, victoria, valentina",38,2019,82_modelo_secret_marca_victoria
83,"cogam, ciudadanos, orgullo, madrid, decálogo",28,2019,83_madrid_cogam_orgullo_ciudadanos
-1,"lgtbi, personas, derechos, colectivo, trans",3753,2023,-1_lgtbi_personas_derechos_colectivo
0,"lgtbi, igualdad, diversidad, personas, colectivo",277,2023,0_lgtbi_igualdad_ley_diversidad
1,"jankto, fútbol, futbolista, jakub, jugador",255,2023,1_fútbol_jankto_futbolista_jugador
2,"orgullo, orgullo gay, plaza, gay, pride",63,2023,2_orgullo_orgullo gay_madrid_gay
3,"homosexualidad, iglesia, terapias, curar, cañizares",24,2023,3_homosexualidad_cañizares_alcalá_obispa...
4,"orgullo, lgtbiq, lgtbi, orgullo lgtbi, día",180,2023,4_orgullo_lgtbi_orgullo lgtbi_lgtbiq
5,"acusado, víctima, hechos, prisión, audiencia",128,2023,5_acusado_víctima_hechos_prisión
6,"personajes, película, cine, amenábar, personaje",106,2023,6_película_personajes_serie_cine
7,"bandera, bandera lgtbi, ayuntamiento, vox, pp",263,2023,7_bandera_bandera lgtbi_ayuntamiento_vox
8,"rusia, propaganda, movimiento, extremista, ruso",140,2023,8_rusia_propaganda_ruso_rusa
9,"bisexuales, mujeres, bisexual, sexual, vox",58,2023,9_bisexuales_mujeres_homosexuales_homose...
10,"segovia, detenido, agentes, agresión, policía",43,2023,10_víctimas_detenido_agentes_policía
11,"boda, matrimonio, bodas, emilio, campillo",20,2023,11_matrimonio_mismo sexo_parejas_sexo
12,"mateen, orlando, the, club, to",10,2023,12_mateen_orlando_club_tiroteo
13,"trans, personas, transexualidad, salud, sexo",42,2023,13_salud_transexuales_personas_transexua...
14,"odio, delitos, delitos odio, agresiones, lgtbi",93,2023,14_odio_delitos_agresiones_delitos odio
15,"actriz, vida, amor, cómo, torres",53,2023,15_carmen_programa_actriz_veneno
16,"bandera, colores, ayuntamiento, día, orgullo",22,2023,16_bandera_ayuntamiento_orgullo_día
17,"lona, vox, vox madrid, lgtbi, odio",81,2023,17_lgtbi_barcelona_lona_vox
18,"girona, converses, pastos, tejedo, gironines",84,2023,18_girona_gay_rock_cine
19,"psc, collboni, barcelona, maria gay, maria",59,2023,19_barcelona_psc_collboni_partido
20,"premio, cine, festival, premios, edición",48,2023,20_premio_cine_festival_premios
21,"the, to, desantis, florida, disney",16,2023,21_matrimonio_supremo_florida_tribunal
22,"parejas, matrimonio, mismo sexo, pareja, bangkok",6,2023,22_taiwán_matrimonio_mismo sexo_asia
23,"trump, participar debate, ejército, republicanos, participar",22,2023,23_ejército_trump_obama_transgénero
24,"atletas, atletismo, transgénero, world, competir",96,2023,24_atletas_atletismo_transgénero_competi...
25,"bautismo, padrino, transexual, fe, bautizado",9,2023,25_padrino_salinas_iglesia_obispado
26,"nombre, cambio, transexual, cambio nombre, proceso",9,2023,26_nombre_cambio nombre_cambio_niña
27,"the, nashville, policía, escuela, she",24,2023,27_transexual_policía_paloma_mujer
28,"especies, comportamiento, machos, individuos, individuos mismo",64,2023,28_especies_comportamiento_machos_indivi...
29,"sangre, donar, donar sangre, blood, donación",7,2023,29_sangre_donar_donar sangre_homosexuale...
30,"uganda, museveni, ley, pena, parlamento",55,2023,30_uganda_museveni_homosexualidad_ley
31,"agresión, pareja, agresión homófoba, observatorio, abad",12,2023,31_agresión_pareja_observatorio_pareja g...
32,"iglesia, papa, vaticano, sacerdote, sacerdotes",8,2023,32_iglesia_vaticano_papa_sacerdote
33,"alumnos, profesora, naizen, despido, padre",6,2023,33_protocolo_educativa_centros_identidad
34,"turismo, destino, segmento, oferta, torremolinos",25,2023,34_turismo_fitur_destino_oferta
35,"vox, lgtbi, pp, compromís, derechos",38,2023,35_vox_pp_lgtbi_investidura
36,"stuart, literatura, novela, douglas, the",19,2023,36_literatura_novela_libro_stuart
37,"trabajo, cada, personas, lgtbi, armario",51,2023,37_trabajo_personas_laboral_empresas
38,"psoe, lgtbi, derechos, vox, moreno",64,2023,38_psoe_lgtbi_derechos_vox
39,"guinea, marruecos, marroquí, homosexualidad, rabat",9,2023,39_marruecos_marroquí_rabat_marroquíes
40,"miss, transgénero, miss universo, mujer transgénero, universo",12,2023,40_miss_jenner_caitlyn_ángela
41,"jerusalén, israelí, israel, desfile, marcha",38,2023,41_jerusalén_israelí_israel_marcha
42,"estambul, turquía, turca, marcha, marcha orgullo",4,2023,42_estambul_turca_turquía_policía
43,"filiación, menores, tribunal, sexo, madurez",3,2023,43_madurez_menores_registro_tribunal
44,"agresión, odio, transexual, hechos, odio razón",24,2023,44_agresión_transexual_policía_odio
45,"bendición, iglesia, bendiciones, papa, parejas",59,2023,45_bendición_iglesia_papa_bendiciones
46,"competencias materia, competencias, ejercerá, esport, materia",4,2023,46_vox_cogam_fiscalía_podemos
47,"cortes, abogados cristianos, castilla león, cristianos, tudanca",75,2023,47_cortes_abogados cristianos_castilla l...
48,"tsjc, sanidad, sentencia, reproducción, asistida",6,2023,48_reproducción_asistida_reproducción as...
49,"mr gay, mr, people, gay españa, gay",17,2023,49_mr gay_mr_gay_gay pride
50,"circuit, barcelona, festival, circuit festival, per",19,2023,50_circuit_barcelona_festival_circuit fe...
51,"ley, madrid, ayuso, trans, identidad",72,2023,51_ley_madrid_ayuso_trans
52,"servicio, atención, residencia, lgtbi, teléfono",73,2023,52_servicio_atención_residencia_lgtbi
53,"milán, meloni, gobierno, italia, protesta",14,2023,53_italia_uniones_senado_proyecto
54,"deporte, declaración, lgtbifobia deporte, iceta, esport",22,2023,54_deporte_declaración_declaración insti...
55,"ayuso, madrid, leyes, pp, díaz ayuso",41,2023,55_ayuso_madrid_pp_leyes
56,"nigeria, portavoz policial, personas acusadas, acusadas, país",19,2023,56_nigeria_asilo_país_camerún
57,"burriana, libros, biblioteca, censura, monferrer",63,2023,57_burriana_libros_biblioteca_censura
58,"almodóvar, cannes, extraña, pedro, extraña forma",62,2023,58_almodóvar_cannes_extraña_pedro
59,"itziar, letonia, castro, actriz, vis",53,2023,59_itziar_letonia_castro_actriz
60,"ibiza, carnaval, gay pride, orgullo, calles",17,2023,60_ibiza_carnaval_calles centro_género f...
61,"bandera, cibeles, almeida, bandera lgtbi, madrid",36,2023,61_almeida_bandera_cibeles_bandera lgtbi
