Comunidades autónomas,Tipología penal,Ámbito,Calificación,periodo,Total
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",ANTISEMITISMO,TOTAL calificación,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",ANTISEMITISMO,TOTAL calificación,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",ANTISEMITISMO,TOTAL calificación,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",ANTISEMITISMO,TOTAL calificación,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",ANTISEMITISMO,TOTAL calificación,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",ANTISEMITISMO,TOTAL calificación,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",ANTISEMITISMO,TOTAL calificación,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",ANTISEMITISMO,TOTAL calificación,2017,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",ANTISEMITISMO,TOTAL calificación,2016,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",ANTISEMITISMO,TOTAL calificación,2015,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",ANTISEMITISMO,TOTAL calificación,2014,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. PENALES,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. PENALES,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. PENALES,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. PENALES,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. PENALES,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. PENALES,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. PENALES,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. PENALES,2017,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. PENALES,2016,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. PENALES,2015,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. PENALES,2014,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,TOTAL calificación,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,TOTAL calificación,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,TOTAL calificación,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,TOTAL calificación,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,TOTAL calificación,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,TOTAL calificación,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,TOTAL calificación,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,TOTAL calificación,2017,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,TOTAL calificación,2016,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,TOTAL calificación,2015,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",APOROFOBIA,TOTAL calificación,2014,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2017,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2016,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2015,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2014,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2017,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2016,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2015,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2014,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. PENALES,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. PENALES,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. PENALES,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. PENALES,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. PENALES,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. PENALES,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. PENALES,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. PENALES,2017,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. PENALES,2016,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. PENALES,2015,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. PENALES,2014,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,TOTAL calificación,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,TOTAL calificación,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,TOTAL calificación,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,TOTAL calificación,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,TOTAL calificación,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,TOTAL calificación,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,TOTAL calificación,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,TOTAL calificación,2017,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,TOTAL calificación,2016,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,TOTAL calificación,2015,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISFOBIA,TOTAL calificación,2014,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2017,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2016,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2015,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2014,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2024,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2023,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2022,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2021,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2020,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2019,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2018,0.0
EN EL EXTRANJERO,"ESTAFAS CON TARJETAS DE CRÉDITO, DÉBITO Y CHEQUES DE VIAJE",DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2017,0.0
