comunidad,año,ambito,delitos
Comunidad Valenciana,2015,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,17
Comunidad Valenciana,2014,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,28
Comunidad Valenciana,2024,RACISMO/XENOFOBIA,132
Comunidad Valenciana,2023,RACISMO/XENOFOBIA,104
Comunidad Valenciana,2022,RACISMO/XENOFOBIA,83
Comunidad Valenciana,2021,RACISMO/XENOFOBIA,61
Comunidad Valenciana,2020,RACISMO/XENOFOBIA,67
Comunidad Valenciana,2019,RACISMO/XENOFOBIA,58
Comunidad Valenciana,2018,RACISMO/XENOFOBIA,48
Comunidad Valenciana,2017,RACISMO/XENOFOBIA,55
Comunidad Valenciana,2016,RACISMO/XENOFOBIA,35
Comunidad Valenciana,2015,RACISMO/XENOFOBIA,33
Comunidad Valenciana,2014,RACISMO/XENOFOBIA,41
Comunidad Valenciana,2024,TOTAL ámbitos,254
Comunidad Valenciana,2023,TOTAL ámbitos,251
Comunidad Valenciana,2022,TOTAL ámbitos,188
Comunidad Valenciana,2021,TOTAL ámbitos,194
Comunidad Valenciana,2020,TOTAL ámbitos,151
Comunidad Valenciana,2019,TOTAL ámbitos,144
Comunidad Valenciana,2018,TOTAL ámbitos,125
Comunidad Valenciana,2017,TOTAL ámbitos,121
Comunidad Valenciana,2016,TOTAL ámbitos,127
Comunidad Valenciana,2015,TOTAL ámbitos,123
Comunidad Valenciana,2014,TOTAL ámbitos,119
Extremadura,2024,ANTIGITANISMO,1
Extremadura,2023,ANTIGITANISMO,1
Extremadura,2022,ANTIGITANISMO,0
Extremadura,2021,ANTIGITANISMO,0
Extremadura,2020,ANTIGITANISMO,1
Extremadura,2019,ANTIGITANISMO,1
Extremadura,2018,ANTIGITANISMO,0
Extremadura,2017,ANTIGITANISMO,0
Extremadura,2016,ANTIGITANISMO,0
Extremadura,2015,ANTIGITANISMO,0
Extremadura,2014,ANTIGITANISMO,0
Extremadura,2024,ANTISEMITISMO,0
Extremadura,2023,ANTISEMITISMO,0
Extremadura,2022,ANTISEMITISMO,0
Extremadura,2021,ANTISEMITISMO,0
Extremadura,2020,ANTISEMITISMO,0
Extremadura,2019,ANTISEMITISMO,0
Extremadura,2018,ANTISEMITISMO,0
Extremadura,2017,ANTISEMITISMO,0
Extremadura,2016,ANTISEMITISMO,0
Extremadura,2015,ANTISEMITISMO,0
Extremadura,2014,ANTISEMITISMO,0
Extremadura,2024,APOROFOBIA,0
Extremadura,2023,APOROFOBIA,0
Extremadura,2022,APOROFOBIA,0
Extremadura,2021,APOROFOBIA,0
Extremadura,2020,APOROFOBIA,0
Extremadura,2019,APOROFOBIA,0
Extremadura,2018,APOROFOBIA,0
Extremadura,2017,APOROFOBIA,0
Extremadura,2016,APOROFOBIA,0
Extremadura,2015,APOROFOBIA,0
Extremadura,2014,APOROFOBIA,0
Extremadura,2024,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Extremadura,2023,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Extremadura,2022,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Extremadura,2021,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Extremadura,2020,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Extremadura,2019,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Extremadura,2018,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Extremadura,2017,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Extremadura,2016,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Extremadura,2015,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Extremadura,2014,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Extremadura,2024,DISFOBIA,0
Extremadura,2023,DISFOBIA,0
Extremadura,2022,DISFOBIA,0
Extremadura,2021,DISFOBIA,4
Extremadura,2020,DISFOBIA,2
Extremadura,2019,DISFOBIA,3
Extremadura,2018,DISFOBIA,0
Extremadura,2017,DISFOBIA,0
Extremadura,2016,DISFOBIA,10
Extremadura,2015,DISFOBIA,9
Extremadura,2014,DISFOBIA,6
Extremadura,2024,DISCRIMINACIÓN GENERACIONAL,0
Extremadura,2023,DISCRIMINACIÓN GENERACIONAL,0
Extremadura,2022,DISCRIMINACIÓN GENERACIONAL,0
Extremadura,2021,DISCRIMINACIÓN GENERACIONAL,1
Extremadura,2020,DISCRIMINACIÓN GENERACIONAL,1
Extremadura,2019,DISCRIMINACIÓN GENERACIONAL,1
Extremadura,2018,DISCRIMINACIÓN GENERACIONAL,0
Extremadura,2017,DISCRIMINACIÓN GENERACIONAL,0
Extremadura,2016,DISCRIMINACIÓN GENERACIONAL,0
Extremadura,2015,DISCRIMINACIÓN GENERACIONAL,0
Extremadura,2014,DISCRIMINACIÓN GENERACIONAL,0
Extremadura,2024,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Extremadura,2023,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Extremadura,2022,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Extremadura,2021,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Extremadura,2020,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Extremadura,2019,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Extremadura,2018,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Extremadura,2017,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Extremadura,2016,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Extremadura,2015,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Extremadura,2014,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Extremadura,2024,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Extremadura,2023,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Extremadura,2022,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Extremadura,2021,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Extremadura,2020,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Extremadura,2019,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Extremadura,2018,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Extremadura,2017,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Extremadura,2016,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Extremadura,2015,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Extremadura,2014,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Extremadura,2024,IDEOLOGIA,5
Extremadura,2023,IDEOLOGIA,10
Extremadura,2022,IDEOLOGIA,5
Extremadura,2021,IDEOLOGIA,2
Extremadura,2020,IDEOLOGIA,1
Extremadura,2019,IDEOLOGIA,4
Extremadura,2018,IDEOLOGIA,4
Extremadura,2017,IDEOLOGIA,10
Extremadura,2016,IDEOLOGIA,10
Extremadura,2015,IDEOLOGIA,12
Extremadura,2014,IDEOLOGIA,0
Extremadura,2024,ISLAMOFOBIA,0
Extremadura,2023,ISLAMOFOBIA,0
Extremadura,2022,ISLAMOFOBIA,0
Extremadura,2021,ISLAMOFOBIA,0
Extremadura,2020,ISLAMOFOBIA,0
Extremadura,2019,ISLAMOFOBIA,0
Extremadura,2018,ISLAMOFOBIA,0
Extremadura,2017,ISLAMOFOBIA,0
Extremadura,2016,ISLAMOFOBIA,0
Extremadura,2015,ISLAMOFOBIA,0
Extremadura,2014,ISLAMOFOBIA,0
Extremadura,2024,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,8
Extremadura,2023,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,3
Extremadura,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,5
Extremadura,2021,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,5
Extremadura,2020,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,10
Extremadura,2019,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,5
Extremadura,2018,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,3
Extremadura,2017,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,5
Extremadura,2016,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,3
Extremadura,2015,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,0
Extremadura,2014,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,3
Extremadura,2024,RACISMO/XENOFOBIA,8
Extremadura,2023,RACISMO/XENOFOBIA,5
Extremadura,2022,RACISMO/XENOFOBIA,8
Extremadura,2021,RACISMO/XENOFOBIA,3
Extremadura,2020,RACISMO/XENOFOBIA,3
Extremadura,2019,RACISMO/XENOFOBIA,5
Extremadura,2018,RACISMO/XENOFOBIA,6
Extremadura,2017,RACISMO/XENOFOBIA,3
Extremadura,2016,RACISMO/XENOFOBIA,8
Extremadura,2015,RACISMO/XENOFOBIA,9
Extremadura,2014,RACISMO/XENOFOBIA,4
Extremadura,2024,TOTAL ámbitos,22
Extremadura,2023,TOTAL ámbitos,21
Extremadura,2022,TOTAL ámbitos,21
Extremadura,2021,TOTAL ámbitos,17
Extremadura,2020,TOTAL ámbitos,23
Extremadura,2019,TOTAL ámbitos,20
Extremadura,2018,TOTAL ámbitos,16
Extremadura,2017,TOTAL ámbitos,18
Extremadura,2016,TOTAL ámbitos,31
Extremadura,2015,TOTAL ámbitos,30
Extremadura,2014,TOTAL ámbitos,13
Galicia,2024,ANTIGITANISMO,1
Galicia,2023,ANTIGITANISMO,8
Galicia,2022,ANTIGITANISMO,2
Galicia,2021,ANTIGITANISMO,0
Galicia,2020,ANTIGITANISMO,2
Galicia,2019,ANTIGITANISMO,2
Galicia,2018,ANTIGITANISMO,0
Galicia,2017,ANTIGITANISMO,0
Galicia,2016,ANTIGITANISMO,0
Galicia,2015,ANTIGITANISMO,0
Galicia,2014,ANTIGITANISMO,0
Galicia,2024,ANTISEMITISMO,3
Galicia,2023,ANTISEMITISMO,0
Galicia,2022,ANTISEMITISMO,0
Galicia,2021,ANTISEMITISMO,0
Galicia,2020,ANTISEMITISMO,0
Galicia,2019,ANTISEMITISMO,0
Galicia,2018,ANTISEMITISMO,0
Galicia,2017,ANTISEMITISMO,0
Galicia,2016,ANTISEMITISMO,0
Galicia,2015,ANTISEMITISMO,0
Galicia,2014,ANTISEMITISMO,1
Galicia,2024,APOROFOBIA,1
Galicia,2023,APOROFOBIA,0
Galicia,2022,APOROFOBIA,0
Galicia,2021,APOROFOBIA,1
Galicia,2020,APOROFOBIA,0
Galicia,2019,APOROFOBIA,0
Galicia,2018,APOROFOBIA,0
Galicia,2017,APOROFOBIA,0
Galicia,2016,APOROFOBIA,0
Galicia,2015,APOROFOBIA,1
Galicia,2014,APOROFOBIA,0
Galicia,2024,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Galicia,2023,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Galicia,2022,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Galicia,2021,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Galicia,2020,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Galicia,2019,CREENCIAS O PRÁCTICAS RELIGIOSAS,5
Galicia,2018,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Galicia,2017,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Galicia,2016,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Galicia,2015,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Galicia,2014,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Galicia,2024,DISFOBIA,4
Galicia,2023,DISFOBIA,1
Galicia,2022,DISFOBIA,0
Galicia,2021,DISFOBIA,2
Galicia,2020,DISFOBIA,0
Galicia,2019,DISFOBIA,2
Galicia,2018,DISFOBIA,0
Galicia,2017,DISFOBIA,2
Galicia,2016,DISFOBIA,13
Galicia,2015,DISFOBIA,16
Galicia,2014,DISFOBIA,13
Galicia,2024,DISCRIMINACIÓN GENERACIONAL,0
Galicia,2023,DISCRIMINACIÓN GENERACIONAL,0
Galicia,2022,DISCRIMINACIÓN GENERACIONAL,1
Galicia,2021,DISCRIMINACIÓN GENERACIONAL,0
Galicia,2020,DISCRIMINACIÓN GENERACIONAL,0
Galicia,2019,DISCRIMINACIÓN GENERACIONAL,0
Galicia,2018,DISCRIMINACIÓN GENERACIONAL,1
Galicia,2017,DISCRIMINACIÓN GENERACIONAL,0
Galicia,2016,DISCRIMINACIÓN GENERACIONAL,0
Galicia,2015,DISCRIMINACIÓN GENERACIONAL,0
Galicia,2014,DISCRIMINACIÓN GENERACIONAL,0
Galicia,2024,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Galicia,2023,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Galicia,2022,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Galicia,2021,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Galicia,2020,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Galicia,2019,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Galicia,2018,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Galicia,2017,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Galicia,2016,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Galicia,2015,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Galicia,2014,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Galicia,2024,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Galicia,2023,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,11
Galicia,2022,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Galicia,2021,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,4
Galicia,2020,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Galicia,2019,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Galicia,2018,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Galicia,2017,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Galicia,2016,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Galicia,2015,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Galicia,2014,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Galicia,2024,IDEOLOGIA,5
Galicia,2023,IDEOLOGIA,35
Galicia,2022,IDEOLOGIA,26
Galicia,2021,IDEOLOGIA,15
Galicia,2020,IDEOLOGIA,15
Galicia,2019,IDEOLOGIA,34
Galicia,2018,IDEOLOGIA,10
Galicia,2017,IDEOLOGIA,21
Galicia,2016,IDEOLOGIA,14
Galicia,2015,IDEOLOGIA,31
Galicia,2014,IDEOLOGIA,0
Galicia,2024,ISLAMOFOBIA,1
Galicia,2023,ISLAMOFOBIA,0
Galicia,2022,ISLAMOFOBIA,0
Galicia,2021,ISLAMOFOBIA,0
Galicia,2020,ISLAMOFOBIA,0
Galicia,2019,ISLAMOFOBIA,0
Galicia,2018,ISLAMOFOBIA,0
Galicia,2017,ISLAMOFOBIA,0
Galicia,2016,ISLAMOFOBIA,0
Galicia,2015,ISLAMOFOBIA,0
Galicia,2014,ISLAMOFOBIA,0
Galicia,2024,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,18
Galicia,2023,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,24
Galicia,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,11
Galicia,2021,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,23
Galicia,2020,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,5
Galicia,2019,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,12
Galicia,2018,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,10
Galicia,2017,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,6
Galicia,2016,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,10
Galicia,2015,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,4
Galicia,2014,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,43
Galicia,2024,RACISMO/XENOFOBIA,40
Galicia,2023,RACISMO/XENOFOBIA,41
Galicia,2022,RACISMO/XENOFOBIA,43
Galicia,2021,RACISMO/XENOFOBIA,26
Galicia,2020,RACISMO/XENOFOBIA,21
Galicia,2019,RACISMO/XENOFOBIA,18
Galicia,2018,RACISMO/XENOFOBIA,19
Galicia,2017,RACISMO/XENOFOBIA,9
Galicia,2016,RACISMO/XENOFOBIA,21
Galicia,2015,RACISMO/XENOFOBIA,11
Galicia,2014,RACISMO/XENOFOBIA,4
Galicia,2024,TOTAL ámbitos,77
Galicia,2023,TOTAL ámbitos,123
Galicia,2022,TOTAL ámbitos,85
Galicia,2021,TOTAL ámbitos,73
Galicia,2020,TOTAL ámbitos,46
Galicia,2019,TOTAL ámbitos,76
Galicia,2018,TOTAL ámbitos,42
Galicia,2017,TOTAL ámbitos,41
Galicia,2016,TOTAL ámbitos,60
Galicia,2015,TOTAL ámbitos,64
Galicia,2014,TOTAL ámbitos,62
Madrid,2024,ANTIGITANISMO,1
Madrid,2023,ANTIGITANISMO,6
Madrid,2022,ANTIGITANISMO,1
Madrid,2021,ANTIGITANISMO,0
Madrid,2020,ANTIGITANISMO,2
Madrid,2019,ANTIGITANISMO,1
Madrid,2018,ANTIGITANISMO,0
Madrid,2017,ANTIGITANISMO,0
Madrid,2016,ANTIGITANISMO,0
Madrid,2015,ANTIGITANISMO,0
Madrid,2014,ANTIGITANISMO,0
Madrid,2024,ANTISEMITISMO,9
Madrid,2023,ANTISEMITISMO,4
Madrid,2022,ANTISEMITISMO,6
Madrid,2021,ANTISEMITISMO,2
Madrid,2020,ANTISEMITISMO,0
Madrid,2019,ANTISEMITISMO,2
Madrid,2018,ANTISEMITISMO,4
Madrid,2017,ANTISEMITISMO,1
Madrid,2016,ANTISEMITISMO,0
Madrid,2015,ANTISEMITISMO,0
Madrid,2014,ANTISEMITISMO,4
Madrid,2024,APOROFOBIA,4
Madrid,2023,APOROFOBIA,1
Madrid,2022,APOROFOBIA,3
Madrid,2021,APOROFOBIA,1
Madrid,2020,APOROFOBIA,4
Madrid,2019,APOROFOBIA,2
Madrid,2018,APOROFOBIA,2
Madrid,2017,APOROFOBIA,1
Madrid,2016,APOROFOBIA,1
Madrid,2015,APOROFOBIA,1
Madrid,2014,APOROFOBIA,1
Madrid,2024,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Madrid,2023,CREENCIAS O PRÁCTICAS RELIGIOSAS,11
Madrid,2022,CREENCIAS O PRÁCTICAS RELIGIOSAS,11
Madrid,2021,CREENCIAS O PRÁCTICAS RELIGIOSAS,12
Madrid,2020,CREENCIAS O PRÁCTICAS RELIGIOSAS,8
Madrid,2019,CREENCIAS O PRÁCTICAS RELIGIOSAS,8
Madrid,2018,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Madrid,2017,CREENCIAS O PRÁCTICAS RELIGIOSAS,6
Madrid,2016,CREENCIAS O PRÁCTICAS RELIGIOSAS,8
Madrid,2015,CREENCIAS O PRÁCTICAS RELIGIOSAS,6
Madrid,2014,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Madrid,2024,DISFOBIA,5
Madrid,2023,DISFOBIA,5
Madrid,2022,DISFOBIA,1
Madrid,2021,DISFOBIA,2
Madrid,2020,DISFOBIA,1
Madrid,2019,DISFOBIA,2
Madrid,2018,DISFOBIA,2
Madrid,2017,DISFOBIA,2
Madrid,2016,DISFOBIA,23
Madrid,2015,DISFOBIA,28
Madrid,2014,DISFOBIA,24
Madrid,2024,DISCRIMINACIÓN GENERACIONAL,3
Madrid,2023,DISCRIMINACIÓN GENERACIONAL,0
Madrid,2022,DISCRIMINACIÓN GENERACIONAL,2
Madrid,2021,DISCRIMINACIÓN GENERACIONAL,5
Madrid,2020,DISCRIMINACIÓN GENERACIONAL,2
Madrid,2019,DISCRIMINACIÓN GENERACIONAL,2
Madrid,2018,DISCRIMINACIÓN GENERACIONAL,0
Madrid,2017,DISCRIMINACIÓN GENERACIONAL,0
Madrid,2016,DISCRIMINACIÓN GENERACIONAL,0
Madrid,2015,DISCRIMINACIÓN GENERACIONAL,0
Madrid,2014,DISCRIMINACIÓN GENERACIONAL,0
Madrid,2024,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,3
Madrid,2023,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Madrid,2022,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Madrid,2021,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,4
Madrid,2020,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Madrid,2019,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Madrid,2018,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Madrid,2017,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Madrid,2016,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Madrid,2015,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Madrid,2014,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Madrid,2024,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,32
Madrid,2023,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,30
Madrid,2022,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,25
Madrid,2021,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,17
Madrid,2020,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,16
Madrid,2019,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,21
Madrid,2018,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,16
Madrid,2017,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,17
Madrid,2016,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Madrid,2015,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Madrid,2014,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Madrid,2024,IDEOLOGIA,10
Madrid,2023,IDEOLOGIA,39
Madrid,2022,IDEOLOGIA,21
Madrid,2021,IDEOLOGIA,85
Madrid,2020,IDEOLOGIA,47
Madrid,2019,IDEOLOGIA,65
Madrid,2018,IDEOLOGIA,44
Madrid,2017,IDEOLOGIA,44
Madrid,2016,IDEOLOGIA,26
Madrid,2015,IDEOLOGIA,19
Madrid,2014,IDEOLOGIA,0
Madrid,2024,ISLAMOFOBIA,5
Madrid,2023,ISLAMOFOBIA,0
Madrid,2022,ISLAMOFOBIA,0
Madrid,2021,ISLAMOFOBIA,0
Madrid,2020,ISLAMOFOBIA,0
Madrid,2019,ISLAMOFOBIA,0
Madrid,2018,ISLAMOFOBIA,0
Madrid,2017,ISLAMOFOBIA,0
Madrid,2016,ISLAMOFOBIA,0
Madrid,2015,ISLAMOFOBIA,0
Madrid,2014,ISLAMOFOBIA,0
Madrid,2024,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,64
Madrid,2023,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,71
Madrid,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,51
Madrid,2021,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,75
Madrid,2020,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,42
Madrid,2019,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,42
Madrid,2018,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,42
Madrid,2017,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,39
Madrid,2016,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,42
Madrid,2015,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,19
Madrid,2014,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,26
Madrid,2024,RACISMO/XENOFOBIA,133
Madrid,2023,RACISMO/XENOFOBIA,149
Madrid,2022,RACISMO/XENOFOBIA,114
Madrid,2021,RACISMO/XENOFOBIA,130
Madrid,2020,RACISMO/XENOFOBIA,102
Madrid,2019,RACISMO/XENOFOBIA,112
Madrid,2018,RACISMO/XENOFOBIA,123
Madrid,2017,RACISMO/XENOFOBIA,70
Madrid,2016,RACISMO/XENOFOBIA,68
Madrid,2015,RACISMO/XENOFOBIA,85
Madrid,2014,RACISMO/XENOFOBIA,45
Madrid,2024,TOTAL ámbitos,272
Madrid,2023,TOTAL ámbitos,318
Madrid,2022,TOTAL ámbitos,237
Madrid,2021,TOTAL ámbitos,333
Madrid,2020,TOTAL ámbitos,225
Madrid,2019,TOTAL ámbitos,258
Madrid,2018,TOTAL ámbitos,234
Madrid,2017,TOTAL ámbitos,180
Madrid,2016,TOTAL ámbitos,171
Madrid,2015,TOTAL ámbitos,159
Madrid,2014,TOTAL ámbitos,102
Murcia,2024,ANTIGITANISMO,0
Murcia,2023,ANTIGITANISMO,0
Murcia,2022,ANTIGITANISMO,0
Murcia,2021,ANTIGITANISMO,0
Murcia,2020,ANTIGITANISMO,0
Murcia,2019,ANTIGITANISMO,0
Murcia,2018,ANTIGITANISMO,0
Murcia,2017,ANTIGITANISMO,0
Murcia,2016,ANTIGITANISMO,0
Murcia,2015,ANTIGITANISMO,0
Murcia,2014,ANTIGITANISMO,0
Murcia,2024,ANTISEMITISMO,2
Murcia,2023,ANTISEMITISMO,0
Murcia,2022,ANTISEMITISMO,1
Murcia,2021,ANTISEMITISMO,0
Murcia,2020,ANTISEMITISMO,0
Murcia,2019,ANTISEMITISMO,0
Murcia,2018,ANTISEMITISMO,0
Murcia,2017,ANTISEMITISMO,0
Murcia,2016,ANTISEMITISMO,0
Murcia,2015,ANTISEMITISMO,0
Murcia,2014,ANTISEMITISMO,0
Murcia,2024,APOROFOBIA,1
Murcia,2023,APOROFOBIA,0
Murcia,2022,APOROFOBIA,0
Murcia,2021,APOROFOBIA,0
Murcia,2020,APOROFOBIA,0
Murcia,2019,APOROFOBIA,0
Murcia,2018,APOROFOBIA,0
Murcia,2017,APOROFOBIA,0
Murcia,2016,APOROFOBIA,0
Murcia,2015,APOROFOBIA,1
Murcia,2014,APOROFOBIA,0
Murcia,2024,CREENCIAS O PRÁCTICAS RELIGIOSAS,4
Murcia,2023,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Murcia,2022,CREENCIAS O PRÁCTICAS RELIGIOSAS,4
Murcia,2021,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Murcia,2020,CREENCIAS O PRÁCTICAS RELIGIOSAS,4
Murcia,2019,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Murcia,2018,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Murcia,2017,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Murcia,2016,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Murcia,2015,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
