año,mes,ccaa,comunidad,siglas,nombre,votos,diputados
2019,4,1,Andalucía,"""JF""",PARTIDO DE JUBILADOS POR EL FUTURO. DIGNIDAD Y DEM,876,0
2019,4,1,Andalucía,RISA,PARTIDO REPUBLICANO INDEPENDIENTE SOLIDARIO ANDALU,190,0
2019,4,3,Asturias,PODEMOS-IX-,UNIDAS PODEMOS-XUNIES PODEMOS,107426,1
2019,4,3,Asturias,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,207586,3
2019,4,3,Asturias,VOX,VOX,72018,1
2019,4,5,Canarias,PCPC,PARTIDO COMUNISTA DEL PUEBLO CANARIO,1486,0
2019,4,7,Castilla-La Mancha,PODEMOS-IU-,UNIDAS PODEMOS,120747,0
2019,4,8,Castilla y León,PODEMOS-IU-,UNIDAS PODEMOS,158535,0
2019,4,9,Cataluña,ERC-SOBIRAN,ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES,1020392,15
2019,4,10,Extremadura,PODEMOS-IU-,UNIDAS PODEMOS,62544,0
2019,4,12,Madrid,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,2038,0
2019,4,14,País Vasco,PP,PARTIDO POPULAR,95041,0
2019,4,15,Murcia,IZQP,IZQUIERDA EN POSITIVO,712,0
2019,4,18,Ceuta,PODEMOS-IU-,UNIDAS PODEMOS,1838,0
2019,4,18,Ceuta,VOX,VOX,9092,0
2019,4,19,Melilla,RECORTES CE,RECORTES CERO-GRUPO VERDE,99,0
2019,4,1,Andalucía,CILU-LINARE,CIUDADANOS INDEPENDIENTES DE LINARES UNIDOS,1081,0
2019,4,2,Aragón,UDT,UNIÓN DE TODOS,28,0
2019,4,2,Aragón,VOX,VOX,92388,1
2019,4,5,Canarias,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,155682,2
2019,4,5,Canarias,NCa,NUEVA CANARIAS,36225,0
2019,4,5,Canarias,PUM+J,POR UN MUNDO MÁS JUSTO,1419,0
2019,4,6,Cantabria,EB,ESCAÑOS EN BLANCO,427,0
2019,4,8,Castilla y León,VOX,VOX,186882,1
2019,4,9,Cataluña,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,479374,5
2019,4,9,Cataluña,ECP-GUANYEM,EN COMÚ PODEM - GUANYEM EL CANVI,615665,7
2019,4,10,Extremadura,DP,DEFENSA DE LO PÚBLICO,308,0
2019,4,10,Extremadura,PUM+J,POR UN MUNDO MÁS JUSTO,442,0
2019,4,14,País Vasco,RECORTES CE,RECORTES CERO-GRUPO VERDE,2306,0
2019,4,14,País Vasco,SOLIDARIA,PARTIDO DE ACCIÓN SOLIDARIA EUROPEA,528,0
2019,4,15,Murcia,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,10611,0
2019,4,17,Comunidad Valenciana,P-LIB,PARTIDO LIBERTARIO,973,0
2019,4,17,Comunidad Valenciana,PUM+J,POR UN MUNDO MÁS JUSTO,302,0
2019,4,19,Melilla,PODEMOS-IU-,UNIDAS PODEMOS,1292,0
2019,4,2,Aragón,+MAS+,MUERTE AL SISTEMA,47,0
2019,4,3,Asturias,PACT,ACTÚA,4554,0
2019,4,4,Baleares,PSOE,PARTIT SOCIALISTA OBRER ESPANYOL,136698,3
2019,4,6,Cantabria,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,90534,2
2019,4,7,Castilla-La Mancha,PCTE,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,266,0
2019,4,12,Madrid,PCTE,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,2329,0
2019,4,13,Navarra,EH Bildu,EUSKAL HERRIA BILDU,46765,0
2019,4,14,País Vasco,PODEMOS-IU-,ELKARREKIN PODEMOS-UNIDAS PODEMOS,224505,4
2019,4,14,País Vasco,PSE-EE (PSO,PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (P,253989,4
2019,4,16,La Rioja,PR+,PARTIDO RIOJANO,2098,0
2019,4,16,La Rioja,PUM+J,POR UN MUNDO MÁS JUSTO,199,0
2019,4,17,Comunidad Valenciana,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,37286,0
2019,4,17,Comunidad Valenciana,PODEMOS-EUP,UNIDAS PODEMOS,382798,5
2019,4,19,Melilla,CpM,COALICION POR MELILLA,6857,0
2019,4,19,Melilla,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,4351,0
2019,4,1,Andalucía,RECORTES CE,RECORTES CERO-GRUPO VERDE,7826,0
2019,4,3,Asturias,ANDECHA AST,ANDECHA ASTUR,932,0
2019,4,4,Baleares,VOX,VOX,58567,1
2019,4,5,Canarias,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,17826,0
2019,4,5,Canarias,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,295474,5
2019,4,6,Cantabria,PRC,PARTIDO REGIONALISTA DE CANTABRIA,52266,1
2019,4,7,Castilla-La Mancha,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,11088,0
2019,4,7,Castilla-La Mancha,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,224,0
2019,4,7,Castilla-La Mancha,PDSJE-UDEC,PARTIDO DEMÓCRATA SOCIAL JUBILADOS EUROPEOS - UNID,277,0
2019,4,8,Castilla y León,PUM+J,POR UN MUNDO MÁS JUSTO,2428,0
2019,4,9,Cataluña,PCTC,PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA,2353,0
2019,4,11,Galicia,CxG,COMPROMISO POR GALICIA,2760,0
2019,4,11,Galicia,PCTG,PARTIDO COMUNISTA DOS TRABALLADORES DE GALIZA,1648,0
2019,4,11,Galicia,PP,PARTIDO POPULAR,451300,9
2019,4,11,Galicia,RECORTES CE,RECORTES CERO-GRUPO VERDE,2846,0
2019,4,12,Madrid,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1031534,11
2019,4,15,Murcia,PP,PARTIDO POPULAR,180163,2
2019,4,17,Comunidad Valenciana,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,3216,0
2019,4,17,Comunidad Valenciana,RECORTES CE,RECORTES CERO-GRUPO VERDE,3976,0
2019,4,1,Andalucía,EB,ESCAÑOS EN BLANCO,1324,0
2019,4,1,Andalucía,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,62027,0
2019,4,6,Cantabria,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,54361,1
2019,4,6,Cantabria,RECORTES CE,RECORTES CERO-GRUPO VERDE,332,0
2019,4,8,Castilla y León,PP,PARTIDO POPULAR,395866,10
2019,4,8,Castilla y León,RECORTES CE,RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERR,2701,0
2019,4,8,Castilla y León,UNIÓN REGIO,UNIÓN REGIONALISTA DE CASTILLA Y LEÓN,490,0
2019,4,9,Cataluña,PUM+J,PER UN MÓN MÉS JUST,417,0
2019,4,12,Madrid,PUM+J,POR UN MUNDO MÁS JUSTO,5221,0
2019,4,16,La Rioja,PP,PARTIDO POPULAR,47947,1
2019,4,17,Comunidad Valenciana,COMPROMÍS 2,COMPROMÍS: BLOC-INICIATIVA-VERDSEQUO,173821,1
2019,4,17,Comunidad Valenciana,ERPV,ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ,4236,0
2019,4,18,Ceuta,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,13800,1
2019,4,18,Ceuta,RECORTES CE,RECORTES CERO-GRUPO VERDE,157,0
2019,4,1,Andalucía,AxSI,ANDALUCÍA POR SÍ,11407,0
2019,4,1,Andalucía,PCOE,PARTIDO COMUNISTA OBRERO ESPAÑOL,5645,0
2019,4,1,Andalucía,PP,PARTIDO POPULAR,787384,11
2019,4,5,Canarias,PP,PARTIDO POPULAR,164804,3
2019,4,7,Castilla-La Mancha,PCOE,PARTIDO COMUNISTA OBRERO ESPAÑOL,325,0
2019,4,8,Castilla y León,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,11319,0
2019,4,8,Castilla y León,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,453339,12
2019,4,10,Extremadura,PACT,ACTÚA,1488,0
2019,4,10,Extremadura,RECORTES CE,RECORTES CERO-GRUPO VERDE,856,0
2019,4,11,Galicia,PUM+J,POR UN MUNDO MÁS JUSTO,213,0
2019,4,12,Madrid,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,792203,8
2019,4,13,Navarra,GBAI,GEROA BAI,22309,0
2019,4,14,País Vasco,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,40366,0
2019,4,15,Murcia,PODEMOS-IU-,UNIDAS PODEMOS,80053,1
2019,4,3,Asturias,PP-FORO,PARTIDO POPULAR - FORO,112180,1
2019,4,4,Baleares,EL PI,EL PI - PROPOSTA PER LES ILLES BALEARS,11692,0
2019,4,5,Canarias,F8,FEMINISM8,571,0
2019,4,6,Cantabria,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,3049,0
2019,4,6,Cantabria,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,286,0
2019,4,8,Castilla y León,PCOE,PARTIDO COMUNISTA OBRERO ESPAÑOL,184,0
2019,4,9,Cataluña,RECORTES CE,RECORTES CERO-GRUPO VERDE,6944,0
2019,4,11,Galicia,C 21,CONVERXENCIA 21,73,0
2019,4,11,Galicia,PCOE,PARTIDO COMUNISTA OBRERO ESPAÑOL,1814,0
2019,4,11,Galicia,PSdeG-PSOE,PARTIDO DOS SOCIALISTAS DE GALICIA-PARTIDO SOCIALI,528195,10
2019,4,12,Madrid,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,50909,0
2019,4,12,Madrid,PH,PARTIDO HUMANISTA,3456,0
2019,4,12,Madrid,PP,PARTIDO POPULAR,705119,7
2019,4,13,Navarra,NA+,NAVARRA SUMA,107619,2
2019,4,13,Navarra,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,3325,0
2019,4,14,País Vasco,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,395884,6
2019,4,15,Murcia,DPL,DEMOCRACIA PLURAL,504,0
2019,4,16,La Rioja,RECORTES CE,RECORTES CERO-GRUPO VERDE,275,0
2019,4,17,Comunidad Valenciana,PP,PARTIDO POPULAR,498680,7
2019,4,1,Andalucía,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1568682,24
2019,4,2,Aragón,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,765,0
2019,4,2,Aragón,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,240540,5
2019,4,3,Asturias,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,6670,0
2019,4,3,Asturias,PCTE,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,1359,0
2019,4,4,Baleares,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,8864,0
2019,4,5,Canarias,CCa-PNC,COALICION CANARIA-PARTIDO NACIONALISTA CANARIO,137664,2
2019,4,5,Canarias,RECORTES CE,RECORTES CERO-GRUPO VERDE,2651,0
2019,4,6,Cantabria,P-LIB,PARTIDO LIBERTARIO,187,0
2019,4,6,Cantabria,PODEMOS-IU-,UNIDAS PODEMOS,36784,0
2019,4,7,Castilla-La Mancha,RECORTES CE,RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERR,2026,0
2019,4,8,Castilla y León,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,287468,8
2019,4,9,Cataluña,FRONT REPUB,POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALU,113807,0
2019,4,9,Cataluña,PCPC,PARTIT COMUNISTA DEL POBLE DE CATALUNYA,3373,0
2019,4,10,Extremadura,VOX,VOX,70793,1
2019,4,11,Galicia,BNG,BLOQUE NACIONALISTA GALEGO,94433,0
2019,4,12,Madrid,PODEMOS-IU-,UNIDAS PODEMOS,613911,6
2019,4,12,Madrid,RECORTES CE,RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERR,7512,0
2019,4,13,Navarra,PUM+J,POR UN MUNDO MÁS JUSTO,1203,0
2019,4,14,País Vasco,EH Bildu,EUSKAL HERRIA BILDU,212882,4
2019,4,15,Murcia,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,190540,3
2019,4,16,La Rioja,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57307,2
2019,4,17,Comunidad Valenciana,UIG-SOM-CUI,SOM VALENCIANS EN MOVIMENT,4473,0
2019,4,18,Ceuta,PUM+J,POR UN MUNDO MÁS JUSTO,87,0
2019,4,2,Aragón,FIA,FEDERACION DE LOS INDEPENDIENTES DE ARAGON,785,0
2019,4,2,Aragón,PP,PARTIDO POPULAR,143242,3
2019,4,4,Baleares,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,90340,1
2019,4,4,Baleares,PP,PARTIDO POPULAR,87352,1
2019,4,7,Castilla-La Mancha,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,384461,9
2019,4,8,Castilla y León,PREPAL,PARTIDO REGIONALISTA DEL PAIS LEONES,2190,0
2019,4,11,Galicia,EB,ESCANOS EN BRANCO,886,0
2019,4,14,País Vasco,PCTE/ELAK,PARTIDO COMUNISTA DE LOS TRABAJADORES DE EUSKADI/E,1151,0
2019,4,15,Murcia,RECORTES CE,RECORTES CERO-GRUPO VERDE,1406,0
2019,4,18,Ceuta,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,4546,0
2019,4,2,Aragón,PCTE,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,589,0
2019,4,3,Asturias,PH,PARTIDO HUMANISTA,480,0
2019,4,3,Asturias,PUM+J,POR UN MUNDO MÁS JUSTO,777,0
2019,4,3,Asturias,RECORTES CE,RECORTES CERO-GRUPO VERDE,1133,0
2019,4,4,Baleares,PACT,ACTÚA,796,0
2019,4,6,Cantabria,PCTE,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,260,0
2019,4,7,Castilla-La Mancha,PUM+J,POR UN MUNDO MÁS JUSTO,1226,0
2019,4,8,Castilla y León,PPSO,PLATAFORMA DEL PUEBLO SORIANO,2663,0
2019,4,10,Extremadura,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,4662,0
2019,4,11,Galicia,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,184045,2
2019,4,11,Galicia,VOX,VOX,87047,0
2019,4,12,Madrid,PACT,ACTÚA,19208,0
2019,4,14,País Vasco,PUM+J,POR UN MUNDO MÁS JUSTO,1611,0
2019,4,17,Comunidad Valenciana,AVANT ADELA,AVANT ADELANTE LOS VERDES,7332,0
2019,4,17,Comunidad Valenciana,VOX,VOX,322870,3
2019,4,19,Melilla,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,6989,0
2019,4,1,Andalucía,PACT,ACTÚA,3567,0
2019,4,1,Andalucía,PCTE,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,2278,0
2019,4,2,Aragón,EB,ESCAÑOS EN BLANCO,3372,0
2019,4,2,Aragón,PODEMOS-IU-,UNIDAS PODEMOS,102930,1
2019,4,5,Canarias,AHORA CANAR,AHORA CANARIAS: Alternativa Nacionalista Canaria A,3037,0
2019,4,7,Castilla-La Mancha,P-LIB,PARTIDO LIBERTARIO,56,0
2019,4,8,Castilla y León,FE de las J,FALANGE ESPAÑOLA DE LAS JONS,424,0
2019,4,8,Castilla y León,PCTE,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,1789,0
2019,4,9,Cataluña,JxCAT-JUNTS,JUNTS PER CATALUNYA-JUNTS,500787,7
2019,4,11,Galicia,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,17213,0
2019,4,11,Galicia,PODEMOS-EU-,EN COMÚN-UNIDAS PODEMOS,238061,2
2019,4,14,País Vasco,EB,ESCAÑOS EN BLANCO-AULKI ZURIAK,678,0
2019,4,14,País Vasco,VOX,VOX,28230,0
2019,4,15,Murcia,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,663,0
2019,4,16,La Rioja,VOX,VOX,16255,0
2019,4,18,Ceuta,PP,PARTIDO POPULAR,8147,0
2019,4,19,Melilla,PP,PARTIDO POPULAR,8087,1
2019,4,19,Melilla,VOX,VOX,5807,0
