categoria_revision,año_video,canal,titulo_video,texto,nivel_manual,expresion_detectada,observaciones
lgtbi,2016,Tardigrada Cine,AGUA / WATER,algo similar a Michael Phelps y su mejor amigo xd hahahahaha,,,
lgtbi,2023,Ministerio de Igualdad,España es #OrgullosamenteDiferente,Aún queda mucho por barrer ( sirva de muestra los comentarios de que no se necesita un ministerio de igualdad..) 😂😂,,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,Viva Rusia chaval,,,
lgtbi,2015,MARCO MARTINEZ SANCHEZ,Se cumplen 10 años de la Ley de matrimonio homosexual,Espero que después de 5 años hayan cambiado mentalidades. Al menos de los jóvenes 🤦,,,
lgtbi,2016,laSexta,El beso de dos homosexuales provoca la ira de la manifestación de Hogar Social,"Unos Provocadores nadie les dice nada si se besan en su casa o se destrozan el culo,lo mismo sorprendería a un chico y una chica Morreándose en el mismo sitio.",,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,"Si quereis ver weones seguid estos pasos:
1 metete en comentario

2 dale a recientes

3 disfruta de la magia ;)",,,
lgtbi,2016,Enrique Bailleres,"Así reaccionan a la homofobia en Madrid, Impresionante","_Estás son unas de las razones por las que amo a mi país, de verdad. ♡_",,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,Disfruté mucho este corto gracias🤣🤣🤣🤣,,,
lgtbi,2016,Enrique Bailleres,"Así reaccionan a la homofobia en Madrid, Impresionante",Me hizo llorar,,,
lgtbi,2023,Diario Público,La homofobia de Vox hablando de aumento &quot;alarmante&quot; de la homosexualidad,"de inicio del mundo dios ha hecho a Adán una mujer se llamaba Eva este chico sabe esto lo que dice este señora es una alarma de verdad,advierte muy bien, cuidados de vuestros ijos vivimos en un mundo muy peligrosa,",,,
lgtbi,2016,laSexta,El beso de dos homosexuales provoca la ira de la manifestación de Hogar Social,jajsjdjs se enojaron pq dos desconocidos se dieron un beso sjfjksf,,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,"La solución es sencilla, QUE SE VAYAN A VIVIR A EU... 
Fin del drama 🤷🏻",,,
lgtbi,2019,ufquearte,Tras la piel  - Cortometraje transgénero LGBTI,"Sin palabras, fascinante relato",,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,Me ha encantado!!! Cuantas risas xD excelente corto! Muy buen trabajo :-) saludos :-*,,,
lgtbi,2023,Cadena SER,El #papa #Francisco habla claro: “La #homosexualidad no es delito” #lgtbi #lgtbq🏳️‍🌈 #iglesia,Dejemos su Amen por el papa francisco❤ fecha de mi3rt3 de el: 21/4/2025,,,
lgtbi,2019,LQNV Producciones,Lo Que No Ves - LGTB Short Film,"Por dios ya van como 10 veces que miro esto , Me encantaaaaa
Ojala pudieran sacar una serie 😚👌",,,
lgtbi,2015,Federación Estatal LGTBI+ - FELGTBI+,#ConLaVozBienAlta - FELGTB,I have been to Spain three times now and the people are incredibly warm and welcoming! Love Spain and these reactions are real. We should all be so lucky to live in such amazing countries.,,,
lgtbi,2019,Netflix España,10 besos de #OMANDER que enmarcaríamos | ÉLITE | Netflix España,Como los separeis prendo fuego al plató,,,
lgtbi,2015,DW Español,Los homosexuales sufren persecución en Rusia,Grande Russia!,,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,Son muy hermosas mis bellezas,,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,Yo lo denominaría como provocación,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,5:20 El que más IQ tiene.,,,
lgtbi,2016,Fortfast WTF,HOMOSEXUALIDAD en Italia,"Como se nota el origen latino, si es que hasta a dicen Fillo, como en el castellano antiguo",,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,Pues soy homofóbico pero como soy una persona muy buena y amorosa cambio mi forma de pensar y lo respeto tal y como es👍👍,,,
lgtbi,2023,Cadena SER,El #papa #Francisco habla claro: “La #homosexualidad no es delito” #lgtbi #lgtbq🏳️‍🌈 #iglesia,No es un delito (leyes de la tierra); pero es un pecado (leyes de Dios); solo eso le faltó aclarar.,,,
lgtbi,2015,Federación Estatal LGTBI+ - FELGTBI+,#ConLaVozBienAlta - FELGTB,Mas falso que los reyes magos,,,
lgtbi,2023,Hablando Huevadas,Un peruano japonés en  #hablandohuevadas  #humor #fyp,"Yo creo que el padre sí es peruano, ese color no se explica sino xd",,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,Mentalmente estoy en este clip 24/7,,,
lgtbi,2023,Hablando Huevadas,Un peruano japonés en  #hablandohuevadas  #humor #fyp,Es un bts,,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,"Unga unga, viva Rusia, unga unga",,,
lgtbi,2023,CRITICALANDIA,LOS 10 PAÍSES MÁS LGBT DEL MUNDO,"Heike me puso como líder de un Team, pero que?, Yo no tengo Team.",,,
lgtbi,2016,Tardigrada Cine,AGUA / WATER,"Excelente cortometraje. Con un muy buen mensaje, emotivo y comprensible. Destaco la actuación del actor que interpreta a Daniel, así como las tomas y el soundtrack elegido. Todos pasamos por eso, enamorarnos de un amigo heterosexual que no nos corresponde, pero con el tiempo se vuelve una gran amistad.",,,
lgtbi,2019,La Vanguardia,&quot;Te voy a hacer heterosexual a hostias&quot;. Agresión homófoba en Barcelona el día del pregón del Pride,Grandísima actuación del segurata.. siempre en mi equipo.💪💪,,,
lgtbi,2019,La Vanguardia,&quot;Te voy a hacer heterosexual a hostias&quot;. Agresión homófoba en Barcelona el día del pregón del Pride,"Increíble , yo flipo , seguro k sería una tía vestida así , no habría dicho ni mu , estamos en unos países libres pero de pronto , hay gente de mierda criticando los demás sin escrúpulos,",,,
lgtbi,2023,Perfil,Los dichos del Papa Francisco sobre la homosexualidad,"Todos son hijos de dios.  
Porque no se incluyó????👹?",,,
lgtbi,2023,Belucaa Gamer,Personas gays que inspiran #lgbt #bisexual #gay #lgbtq #lgbtqia,No sé quién es Alan turning pero se ve fachero,,,
lgtbi,2019,La Vanguardia,Nuevo ataque homófobo en Barcelona: &quot;Me da asco veros besar&quot;,"Es gitana, son sus costumbres y hay que respetarlas. Duelo de opresiones. Buena Bacerlona está quedando entre los ataques de menas y esto.",,,
lgtbi,2023,Ministerio de Igualdad,España es #OrgullosamenteDiferente,Gracias 🌈🇪🇸,,,
lgtbi,2019,Newtral,"El colectivo LGTBI en personas mayores | &quot;Estábamos ocultos, había que hacer algo&quot;",Farsante... tu no haces nada si no hay parne de por medio.,,,
lgtbi,2015,Antena 3 Noticias,8.000 homosexuales se dan cita en el &#39;Water Park Day&#39; de Barcelona,Un asteroide como lo que le paso a una ciudad antes,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,2:52 que tenia que ver el alimento JASKAJSJAS,,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,Jajaja vamos a Rusia están basadisimos,,,
lgtbi,2023,"Mario Opazo | Historia, Actualidad y Geopolítica",El Che Guevara y los gays,VIVA ERNESTO CHE GUEVARA !!!!,,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,"y’know, my Spanish may be a little rusty. ok a lot rusty, but I understand the tension between them and I could really use the extra Spanish practice. plus my Spanish teacher will be so proud of me🤓",,,
lgtbi,2016,Enrique Bailleres,"Así reaccionan a la homofobia en Madrid, Impresionante",Como sabéis que solo el 10% ha denunciado si los otros no lo han hecho??,,,
lgtbi,2019,Axel Barranco,Trio Amoroso - GAY SHORTFILM,Pls who sing de song at de ending..i love it,,,
lgtbi,2019,Netflix España,10 besos de #OMANDER que enmarcaríamos | ÉLITE | Netflix España,el ultimo beso de que capitulo era??,,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,Las que son recatadas son las que vienen siendo las más apasionadas y entregadas,,,
lgtbi,2023,Yolipi Subterfugio,Cosas de zurdos #españa #lgtbi #humor #politica #socialismo #fascismo #censura,Deja la bebida...,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,"mis hijos no me van a venir a decir q les gustan las personas del mismo sexo, voy generar la confianza de q simplemente me cuenten cuando les guste alguien, sin reparar en mi reacción",,,
lgtbi,2015,Idan Matalon,"Pero tu me lo prometiste que ir a Paris, a Roma, España !!",es normal que me excite ?,,,
lgtbi,2016,Fortfast WTF,HOMOSEXUALIDAD en Italia,Min 1:15 ¿En qué año estamos? What??? Como no vas a saber en qué año estas??,,,
lgtbi,2016,Enrique Bailleres,"Así reaccionan a la homofobia en Madrid, Impresionante",🏳️🏳️‍🌈❤️🌈👍,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,MUCHO MIRAN JO'JO,,,
lgtbi,2019,ufquearte,Tras la piel  - Cortometraje transgénero LGBTI,Mi padre aún no logra perdonar que no fui quien el espero...,,,
lgtbi,2019,Netflix España,10 besos de #OMANDER que enmarcaríamos | ÉLITE | Netflix España,Amo a Esta Pareja Omander Forever  . En la 4 Temporada mas Amor de esta Pareja,,,
lgtbi,2023,CRITICALANDIA,LOS 10 PAÍSES MÁS LGBT DEL MUNDO,Y mexico? Por las femilocas,,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,gracias Rusia,,,
lgtbi,2023,"Mario Opazo | Historia, Actualidad y Geopolítica",El Che Guevara y los gays,A ver cuándo explicáis todas las mentiras de la Iglesia...,,,
lgtbi,2023,Perfil,Los dichos del Papa Francisco sobre la homosexualidad,"Solo hay un camino para la Salvacion
Jesús es el Camino, la Verdad y la Vida 💙🔥",,,
lgtbi,2019,LQNV Producciones,Lo Que No Ves - LGTB Short Film,Tengo semanas viendo esto y me fascinan enserio no puedo parar de verlo una y otra vez..  enamorada de Blanca completamente..  su sonrisa y mirada me atrapo 😏😘😘😘,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,yo siendo 100% hetero: interesante,,,
lgtbi,2016,Fortfast WTF,HOMOSEXUALIDAD en Italia,English sub please,,,
lgtbi,2019,euronews (en español),Grupos ultranacionalistas polacos atacan el primer desfile LGTBI de la historia de Bialystok,"la iglesia da vergüenza discriminando a los hijos de dios
 soy creyente pero no voy a las iglesias los domingos a caretearla a arrepentirme de haber maltratado a otras personas y esperar piedad 
yo creo en dios pero lo llevo en el corazon no odio no envidio y no hago el mal a nadie asi soy feliz y lo que hacen con la comunidad lgtv es vergonzoso y esta fuera de la vista de dios esas actitudes de desprecio no las comparte nuestro creador 
verguenza deben de sentir am escudarse atras de la imagen de dios nuestro señor para hacer maldad",,,
lgtbi,2016,Fortfast WTF,HOMOSEXUALIDAD en Italia,Los italianos parecen bastante retrógradas pero me mata su idioma y su acento 🥴,,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,Bonita reconciliación,,,
lgtbi,2019,LQNV Producciones,Lo Que No Ves - LGTB Short Film,La chica del tatuaje (brazo) está muy guapa 😍 😍 😍,,,
lgtbi,2016,laSexta,El beso de dos homosexuales provoca la ira de la manifestación de Hogar Social,🇪🇦🇪🇦🇪🇦,,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,@elinavarro y si lo hacemos soy chica,,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,"Por casi 6 millones necesitamos 5 temporada de Joana ,pero obvio que esté Cris 🙏🏼❤️ 🇪🇸🇦🇷",,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,"Muy bueno..me encanto el momento vecina de almejas, tortilla, bollos, tijeras, felpudo..😂 q pexá a reir!",,,
lgtbi,2019,LQNV Producciones,Lo Que No Ves - LGTB Short Film,Me encantó las chicas soy muy linda y buena actriz guiero 2da parte,,,
lgtbi,2023,Perfil,Los dichos del Papa Francisco sobre la homosexualidad,Todos son creacion de Dios  .ser hijos de Dios es un privilegio ❤,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,No homo :v,,,
lgtbi,2019,EL PAÍS,"El testimonio de CHRISTOPER DEAN, sometido a terapias de conversión LGTB","Arrepentios y comvertios en el nombre de Cristo Jesus Amen, Cristo le Ama Amigo??",,,
lgtbi,2019,euronews (en español),Grupos ultranacionalistas polacos atacan el primer desfile LGTBI de la historia de Bialystok,Dios no existe,,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,Viva rusia,,,
lgtbi,2016,Elijah Guendulain,Pelicula tematica gay  daniel español completa,"hola hay una peli que se llama ""viva"" es cubana ojalá que se pueda gracias y sigue deleitándonos",,,
lgtbi,2023,"Mario Opazo | Historia, Actualidad y Geopolítica",El Che Guevara y los gays,"Mira está niña, cómo quiere cambiar la historia. Para ella el Comunista ama los derechos y humanos y en especial defiende al Colectivo, que bestialidad.

https://youtu.be/6QlLeZ639Xo?si=Jw2MbeWZd4gsaYrM",,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,Hubiera sido genial ver un Spin-off de ellas 😍❤️ después de Skam,,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,Ame el remate jajajaja muy genial!!,,,
lgtbi,2019,Netflix España,10 besos de #OMANDER que enmarcaríamos | ÉLITE | Netflix España,Esperando ya la segunda temporada con ansias!!!,,,
lgtbi,2016,La Toroteca,¿En qué consiste la ley LGTBI?,"Hay que hacerles leyes especiales y distintas a estos seres y porque? Ademas quieren cambiar la naturaleza de las cosas, 2+2=4, eso no cambiara nunca, el ser humana puede ser lo que quiera, hombre, mujer, perro, gato, super heroe o algun objeto inerte, porque casos ya los hay, pero de ahi a que sea normal , eso es otra cosa , o dejar sentado que es parte del orden de las cosas no tiene ningun sentido, parece que estabamos mejor en la epoca de los primates, cuando solo perseveraba la especie que se reproducia. Jajaajajja.",,,
lgtbi,2016,Enrique Bailleres,"Así reaccionan a la homofobia en Madrid, Impresionante","Estas personas... Este video es sencillamente hermoso :'3




Demasiados españoles saben inglés por ahí xd",,,
lgtbi,2023,Cadena SER,El #papa #Francisco habla claro: “La #homosexualidad no es delito” #lgtbi #lgtbq🏳️‍🌈 #iglesia,"Como para dormir escuchando su voz 
Dios mio JAJAJAJAJA es muy pacífica",,,
lgtbi,2016,Enrique Bailleres,"Así reaccionan a la homofobia en Madrid, Impresionante",Oh que bonitas personas ahre españa dando buen ejemplo :) no sabia que no discriminaban ala gente en España,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,"0:26

Dios creó varón y hembra xdds",,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,Al principio ya pensé que iban a tener un trio ahre,,,
lgtbi,2023,Belucaa Gamer,Personas gays que inspiran #lgbt #bisexual #gay #lgbtq #lgbtqia,noooo porque daniel carreon se me callo un idolo😔😔,,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,Esta super buena este corto,,,
lgtbi,2016,Tardigrada Cine,AGUA / WATER,khéonda!?,,,
lgtbi,2016,Enrique Bailleres,"Así reaccionan a la homofobia en Madrid, Impresionante",AMÉ ESTE VIDEO.😍,,,
lgtbi,2023,Perfil,Los dichos del Papa Francisco sobre la homosexualidad,"CORRECCION;  TODOS SOMOS CREACIÓN DE DIOS,  MAS NO TODOS SON HIJOS FE DIOS

DIOS HIZO A ADAN Y A EVA , HOMBRE Y MUJER LOS CREO",,,
lgtbi,2016,Enrique Bailleres,"Así reaccionan a la homofobia en Madrid, Impresionante",Que hermoso video! Me hizo llorar de la emosion!,,,
lgtbi,2015,laSexta Noticias,El año pasado creció un 13% el número de agresiones a homosexuales,Esa es mi voz yo fui el que grabó el audio 😸,,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,La tercer temporada de SKAM me hizo volver aki xD!!!!  CROANA ..,,,
lgtbi,2019,euronews (en español),Grupos ultranacionalistas polacos atacan el primer desfile LGTBI de la historia de Bialystok,Ese si es un gobierno de verdad los  que diran los argentinos y el papa pancho si si no tienen voz los lgtb si,,,
lgtbi,2023,Cadena SER,El #papa #Francisco habla claro: “La #homosexualidad no es delito” #lgtbi #lgtbq🏳️‍🌈 #iglesia,para los papa yo estoy apenado xq me pasan cosas y no se como resolverlas quismzas se esta resolviendo pero si estoy cansado,,,
lgtbi,2016,Fortfast WTF,HOMOSEXUALIDAD en Italia,¿Y las tildes? ¡Dónde están las tildes! 😥😥😥,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,"Me preocupa que los señores suelen decir que la educación de antes era mejor. Aproximadamente un 80% de los señores crecieron con conocimiento actualmente obsoletos o desmentidos, muchos adultos son ignorantes, repito, no todos. Como mi abuela, a ella no le enseñaron sobre el cómo ponerse una toalla femenino, y ella lo replicó igual a mi mamá. Y no solamente de eso, si no un sinfín de cosas más.",,,
lgtbi,2023,Hablando Huevadas,Un peruano japonés en  #hablandohuevadas  #humor #fyp,Bro la bomba de Hirishima y Nagasaky si que dejo secuelas ahi estan las pruebas.,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,"Y la mayoría de las personas que se oponen son cristianos o católicos.
De dónde soy en México las familias son tan apegados a las iglesia que se oponen a lo que sus propios hijos son. Pero los deben de aceptar les guste o no.",,,
lgtbi,2015,MARCO MARTINEZ SANCHEZ,Se cumplen 10 años de la Ley de matrimonio homosexual,Mi barrio jajajjajaja menudos son,,,
lgtbi,2015,DW Español,Los homosexuales sufren persecución en Rusia,Como me hubiese gustado ser ruso,,,
lgtbi,2019,LQNV Producciones,Lo Que No Ves - LGTB Short Film,Para cuándo la continuación 😍😍😍,,,
lgtbi,2016,Roberto Pérez Toledo (mividarueda),Cortometraje SÍ A TODO,🙏🙏😭😭😍😍❤️,,,
lgtbi,2019,ufquearte,Tras la piel  - Cortometraje transgénero LGBTI,People are so afraid of what they don't understand. Sad. Sadder still to think you have to hurt it.,,,
lgtbi,2016,Roberto Pérez Toledo (mividarueda),Cortometraje SÍ A TODO,"Necesito al menos la continuación de este corto, ME ENCANTÓ",,,
lgtbi,2016,Portal Gay,Mi tío Mario. Corto gay,Ohhh my god I like it,,,
lgtbi,2019,La Vanguardia,Nuevo ataque homófobo en Barcelona: &quot;Me da asco veros besar&quot;,Sub normal,,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,"Cada País es soberano y tiene sus propias reglas,  cómo principios morales.",,,
lgtbi,2019,Axel Barranco,Trio Amoroso - GAY SHORTFILM,when he said “hi sweetie” 😂👌,,,
lgtbi,2019,ufquearte,Tras la piel  - Cortometraje transgénero LGBTI,"Me hubiera gustado ver algo nuevo, pero me ha parecido bastante previsible e incluso la agresión metida con calzador dentro de la historia, no aporta nada en mi opinión. Eso sí, como marchalero le deseo lo mejor.",,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,"4:14 Vamos, encerio (?",,,
lgtbi,2023,Perfil,Los dichos del Papa Francisco sobre la homosexualidad,"”Si me amáis, guardad mis mandamientos. Y yo rogaré al Padre, y os dará otro Consolador, para que esté con vosotros para siempre: el Espíritu de verdad, al cual el mundo no puede recibir, porque no le ve, ni le conoce; pero vosotros le conocéis, porque mora con vosotros, y estará en vosotros.“
‭‭S. Juan‬ ‭14‬:‭15‬-‭17‬ ‭RVR1960‬‬",,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,Lo tiras a rio,,,
lgtbi,2019,Netflix España,10 besos de #OMANDER que enmarcaríamos | ÉLITE | Netflix España,"A pesar de todo, El amor de este par fue lo MÁS, lo recordaré siempre! ❤️",,,
lgtbi,2016,Fortfast WTF,HOMOSEXUALIDAD en Italia,"Todos hablando de la mentalidad abierta de la gente mayor, y nadie discute por qué fortfast les habla en español y les responden en italiano de lo más normal",,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,"Que pena, que no haya respeto a las personas, Que Viva el amor, Respeto y la Tolerancia.",,,
lgtbi,2019,La Vanguardia,&quot;Te voy a hacer heterosexual a hostias&quot;. Agresión homófoba en Barcelona el día del pregón del Pride,Pues estoy de ambos lados hay razones encontradas,,,
lgtbi,2016,Roberto Pérez Toledo (mividarueda),Cortometraje SÍ A TODO,"Couldn't they just have used the phone to talk from the beginning?
Well, I agree with the first guy, that deaf guy is so cute
Edit: it's been three years. Not a long time for most, but I just went from being a teenager to not being a teenager. And this video became... kind of uncomfortable to watch. I feel like the deaf guy must've been uncomfortable being stared at and talked to in that manner",,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,Lo llevaría directo al ejército :),,,
lgtbi,2016,Roberto Pérez Toledo (mividarueda),Cortometraje SÍ A TODO,Super bonito!,,,
lgtbi,2019,La Vanguardia,Nuevo ataque homófobo en Barcelona: &quot;Me da asco veros besar&quot;,A denunciarla. Que es lo que se merece. ¡Que estos ataques homófobos no queden impunes!,,,
lgtbi,2019,Axel Barranco,Trio Amoroso - GAY SHORTFILM,"Me recuerda a la película ""Les amours imaginaires"", donde dos amigos buscan la atención de un chico y, al final, éste no le hace caso a ninguno. Xd",,,
lgtbi,2019,EL PAÍS,"El testimonio de CHRISTOPER DEAN, sometido a terapias de conversión LGTB","Chicos... yo soy hetero y no tengo ningún problema pero... ¿Qué es exactamente eso de ''actividades para sentirte más masculino? ¿ir ''ar furbóh'' todos juntos? ¿beber cerveza? ¿Ir al gimnasio a levantar pesas mientras gritas como un mandril?¿ Tirarle los tejos a las tías en las discotecas? ¿Meterse en peleas en bares? ¿Clubes de striptease?..........................................................................Me apunto.

Jejeje, no en serio. ¿Qué se hace para sentirse más masculino según esta gente? A ver...",,,
lgtbi,2019,La Vanguardia,Nuevo ataque homófobo en Barcelona: &quot;Me da asco veros besar&quot;,HASTA FALOTE TIENE VERGÜENZA AJENA!!,,,
lgtbi,2023,CRITICALANDIA,LOS 10 PAÍSES MÁS LGBT DEL MUNDO,Petición: los países con más población nativa,,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,🤩🤩🤩🤩🤩 ang ganda nila!!,,,
lgtbi,2023,Hablando Huevadas,Un peruano japonés en  #hablandohuevadas  #humor #fyp,"Jsjsjs mas aliendo, entiende  eres de ascendencia japonesaa, pero eres peruanoo. Tu papa se llama sergio, vv, entiende",,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,Y yo creyendo que los latinos eramos homofobos,,,
lgtbi,2016,Portal Gay,Mi tío Mario. Corto gay,es el corto más feo que he visto en mi corta vida,,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,So do they end up back the way they were?,,,
lgtbi,2023,El Punto Blanco,🌈 ESTE ES EL NIVEL Y LA ESTUPIDED DE ESPAÑA HOY DIA #shorts #nivel #españa #igualdad #lgtbi #vox,A ver el dinero 💰 es el mismo para todo,,,
lgtbi,2019,DMAX España,Así es la situación de los intersexuales en España | Tanto X Ciento,Coincidentemente el se llamaba Maria José 5:22 y se va a casar con una María también 5:59.,,,
lgtbi,2019,ufquearte,Tras la piel  - Cortometraje transgénero LGBTI,Nicely done with heart and feelings.,,,
lgtbi,2023,CRITICALANDIA,LOS 10 PAÍSES MÁS LGBT DEL MUNDO,Otra petición: la raza mayoritaria de cada país,,,
lgtbi,2023,CRITICALANDIA,LOS 10 PAÍSES MÁS LGBT DEL MUNDO,LIKE SI PIENSAS QUE ESTOY DICIENDO LA VERDAD Y TENGO LA RAZÓN.,,,
lgtbi,2019,Axel Barranco,Trio Amoroso - GAY SHORTFILM,Qué así terminó? Noooo le doy like porque los chicos están súper buenos.,,,
lgtbi,2016,Fortfast WTF,HOMOSEXUALIDAD en Italia,Why am I here?,,,
lgtbi,2016,laSexta,El beso de dos homosexuales provoca la ira de la manifestación de Hogar Social,"No entiendo,si a sido un beso super bonito 😊😍",,,
lgtbi,2019,Axel Barranco,Trio Amoroso - GAY SHORTFILM,Si soy jajajaja,,,
lgtbi,2019,La Vanguardia,&quot;Te voy a hacer heterosexual a hostias&quot;. Agresión homófoba en Barcelona el día del pregón del Pride,Te felicito sheriff que allan mas como tú!!!!!!!,,,
lgtbi,2019,DMAX España,Así es la situación de los intersexuales en España | Tanto X Ciento,"Dios pero qué fuerte, la situación que viven día a día y sobre todo el estar lidiando con la desinformación de las personas, pero qué fortaleza en su carácter también, de admirarse.",,,
lgtbi,2016,Roberto Pérez Toledo (mividarueda),Cortometraje SÍ A TODO,Los hombres son bonitissimos ultimos. (puede ver que no digo mucho de espanol?),,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,Jajajajaja,,,
lgtbi,2016,euronews (en español),Los homosexuales europeos celebran el &quot;Día del orgullo gay&quot;,que asco,,,
lgtbi,2015,Federación Estatal LGTBI+ - FELGTBI+,#ConLaVozBienAlta - FELGTB,!Gracias Espana!,,,
lgtbi,2016,Roberto Pérez Toledo (mividarueda),Cortometraje SÍ A TODO,2021 y a un seguimos esperando,,,
lgtbi,2019,LQNV Producciones,Lo Que No Ves - LGTB Short Film,A mi me gusta la Martina la amo,,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,me pone muy mal ver gente tan intolerante y corta de mente...,,,
lgtbi,2016,Enrique Bailleres,"Así reaccionan a la homofobia en Madrid, Impresionante","por eso, yo quiero vivir en españa csm :(((((( 💔💔💔💔😭",,,
lgtbi,2015,laSexta Noticias,El drama de ser homosexual en Marruecos,Pues a vuestro rey también le va el rollo y a el nadie le dice nada.,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,fuera mrda😂,,,
lgtbi,2016,Enrique Bailleres,"Así reaccionan a la homofobia en Madrid, Impresionante",Ojalá que en todo el mundo sea así,,,
lgtbi,2019,ufquearte,Tras la piel  - Cortometraje transgénero LGBTI,Is exactly  wow linda reflexión ☀️🌜💞💕❤😘😉🌟,,,
lgtbi,2019,Axel Barranco,Trio Amoroso - GAY SHORTFILM,Huh!!!! I'm so confused I don't understand what just happened can someone please explaine to me,,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,Deberian de responderle igual al que los empuja en la calle. Lamentablemente si no se defiende van a seguir igual.,,,
lgtbi,2023,Cadena SER,El #papa #Francisco habla claro: “La #homosexualidad no es delito” #lgtbi #lgtbq🏳️‍🌈 #iglesia,Por eso el papa murio como murio... La palabra de Dios dice que todo que desovedesca a Dios no sera bienvenido a su cielo...,,,
lgtbi,2016,Fortfast WTF,HOMOSEXUALIDAD en Italia,Un poco pronto? enserio cientos de años sin poder adoptar o casarse y es un poco pronto ah gracias persona que no sabe ni en que año vive,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,"Dios dijo:
""Adán y Eva""
no
""Adán con Eva""

-un video de internet",,,
