Comunidades y ciudades autónomas;Sexo;Nacionalidad;País de nacimiento;Periodo;Total
18 Ceuta;Total;Extranjera;Total;1 de enero de 2022;4.930
18 Ceuta;Total;Extranjera;Total;1 de octubre de 2021;5.101
18 Ceuta;Total;Extranjera;Total;1 de julio de 2021;5.249
18 Ceuta;Total;Extranjera;Total;1 de abril de 2021;5.395
18 Ceuta;Total;Extranjera;Total;1 de enero de 2021;5.488
18 Ceuta;Total;Extranjera;Total;1 de octubre de 2020;""
18 Ceuta;Total;Extranjera;Total;1 de julio de 2020;5.639
18 Ceuta;Total;Extranjera;Total;1 de abril de 2020;""
18 Ceuta;Total;Extranjera;Total;1 de enero de 2020;5.590
18 Ceuta;Total;Extranjera;Total;1 de octubre de 2019;""
18 Ceuta;Total;Extranjera;Total;1 de julio de 2019;5.642
18 Ceuta;Total;Extranjera;Total;1 de abril de 2019;""
18 Ceuta;Total;Extranjera;Total;1 de enero de 2019;5.569
18 Ceuta;Total;Extranjera;Total;1 de octubre de 2018;""
18 Ceuta;Total;Extranjera;Total;1 de julio de 2018;5.578
18 Ceuta;Total;Extranjera;Total;1 de abril de 2018;""
18 Ceuta;Total;Extranjera;Total;1 de enero de 2018;5.709
18 Ceuta;Total;Extranjera;Total;1 de octubre de 2017;""
18 Ceuta;Total;Extranjera;Total;1 de julio de 2017;5.589
18 Ceuta;Total;Extranjera;Total;1 de abril de 2017;""
18 Ceuta;Total;Extranjera;Total;1 de enero de 2017;5.408
18 Ceuta;Total;Extranjera;Total;1 de octubre de 2016;""
18 Ceuta;Total;Extranjera;Total;1 de julio de 2016;5.257
18 Ceuta;Total;Extranjera;Total;1 de abril de 2016;""
18 Ceuta;Total;Extranjera;Total;1 de enero de 2016;5.155
18 Ceuta;Total;Extranjera;Total;1 de octubre de 2015;""
18 Ceuta;Total;Extranjera;Total;1 de julio de 2015;5.040
18 Ceuta;Total;Extranjera;Total;1 de abril de 2015;""
18 Ceuta;Total;Extranjera;Total;1 de enero de 2015;4.901
18 Ceuta;Total;Extranjera;Total;1 de octubre de 2014;""
18 Ceuta;Total;Extranjera;Total;1 de julio de 2014;4.908
18 Ceuta;Total;Extranjera;Total;1 de abril de 2014;""
18 Ceuta;Total;Extranjera;Total;1 de enero de 2014;5.118
19 Melilla;Total;Extranjera;Total;1 de enero de 2025;12.081
19 Melilla;Total;Extranjera;Total;1 de octubre de 2024;11.654
19 Melilla;Total;Extranjera;Total;1 de julio de 2024;11.513
19 Melilla;Total;Extranjera;Total;1 de abril de 2024;11.451
19 Melilla;Total;Extranjera;Total;1 de enero de 2024;11.119
19 Melilla;Total;Extranjera;Total;1 de octubre de 2023;11.040
19 Melilla;Total;Extranjera;Total;1 de julio de 2023;11.164
19 Melilla;Total;Extranjera;Total;1 de abril de 2023;11.365
19 Melilla;Total;Extranjera;Total;1 de enero de 2023;11.327
19 Melilla;Total;Extranjera;Total;1 de octubre de 2022;11.279
19 Melilla;Total;Extranjera;Total;1 de julio de 2022;11.132
19 Melilla;Total;Extranjera;Total;1 de abril de 2022;11.108
19 Melilla;Total;Extranjera;Total;1 de enero de 2022;11.285
19 Melilla;Total;Extranjera;Total;1 de octubre de 2021;11.736
19 Melilla;Total;Extranjera;Total;1 de julio de 2021;12.027
19 Melilla;Total;Extranjera;Total;1 de abril de 2021;12.246
19 Melilla;Total;Extranjera;Total;1 de enero de 2021;12.531
19 Melilla;Total;Extranjera;Total;1 de octubre de 2020;""
19 Melilla;Total;Extranjera;Total;1 de julio de 2020;12.731
19 Melilla;Total;Extranjera;Total;1 de abril de 2020;""
19 Melilla;Total;Extranjera;Total;1 de enero de 2020;12.645
19 Melilla;Total;Extranjera;Total;1 de octubre de 2019;""
19 Melilla;Total;Extranjera;Total;1 de julio de 2019;12.814
19 Melilla;Total;Extranjera;Total;1 de abril de 2019;""
19 Melilla;Total;Extranjera;Total;1 de enero de 2019;12.681
19 Melilla;Total;Extranjera;Total;1 de octubre de 2018;""
19 Melilla;Total;Extranjera;Total;1 de julio de 2018;12.692
19 Melilla;Total;Extranjera;Total;1 de abril de 2018;""
19 Melilla;Total;Extranjera;Total;1 de enero de 2018;12.654
19 Melilla;Total;Extranjera;Total;1 de octubre de 2017;""
19 Melilla;Total;Extranjera;Total;1 de julio de 2017;12.605
19 Melilla;Total;Extranjera;Total;1 de abril de 2017;""
19 Melilla;Total;Extranjera;Total;1 de enero de 2017;12.336
19 Melilla;Total;Extranjera;Total;1 de octubre de 2016;""
19 Melilla;Total;Extranjera;Total;1 de julio de 2016;12.218
19 Melilla;Total;Extranjera;Total;1 de abril de 2016;""
19 Melilla;Total;Extranjera;Total;1 de enero de 2016;12.074
19 Melilla;Total;Extranjera;Total;1 de octubre de 2015;""
19 Melilla;Total;Extranjera;Total;1 de julio de 2015;11.933
19 Melilla;Total;Extranjera;Total;1 de abril de 2015;""
19 Melilla;Total;Extranjera;Total;1 de enero de 2015;11.504
19 Melilla;Total;Extranjera;Total;1 de octubre de 2014;""
19 Melilla;Total;Extranjera;Total;1 de julio de 2014;11.416
19 Melilla;Total;Extranjera;Total;1 de abril de 2014;""
19 Melilla;Total;Extranjera;Total;1 de enero de 2014;11.424
