Topic,Count,Name,Representation,Representative_Docs
9,82,9_leer_sitio_pillo_pillo sitio,"['leer', 'sitio', 'pillo', 'pillo sitio', 'internet', 'leído', 'he leído', 'leido', 'has', 'suficiente']","['pillo sitio para leer con calma', 'pillo sitio para leer con calma', 'pillo sitio para leer con más calma. 5 stars']"
10,80,10_ok_sí_acuerdo_100,"['ok', 'sí', 'acuerdo', '100', 'correcto', 'opino', 'cierto', 'quedo', 'totalmente acuerdo', 'totalmente']","['ok bb.', 'ok', 'ok.']"
11,75,11_dinero_cobran_euros_empadronarse,"['dinero', 'cobran', 'euros', 'empadronarse', 'irpf', 'paguita', 'mañana', 'pagado', '300', 'mes']","['12 millones de euros na mas? no pasa nada, dinero infinito para los follamoros, ya me levanto yo mañana a trabajar a las 5 de la mañana', 'resumen: dinero, dinero, dinero, dinero!!!!!!!!!!! más dinero!!!!!!!!!!!!! queremos dinero!!!!!!!!!!!!!!!!', 'dinero, dinero, dinero, aprende algo dinero!!!!']"
12,73,12_musulmanes_islam_religión_irak,"['musulmanes', 'islam', 'religión', 'irak', 'guerra', 'musulmana', 'eeuu', 'tras', 'armas', 'atentados']","['¿y los musulmanes?', 'venga, va. expliquémoslo una vez más. uno es islamófobo no por racismo, como los islamofilicos quieren hacer creer a todo el mundo, sino porque el islam, su religión ""del amor"", básicamente les convierte en máquinas de matar ""infieles"" (y se es infiel incluso siendo musulmán, simplemente por el hecho de pertenecer a una rama distinta del propio islam). lo pone en su corán, pero como lo he puesto ya tantas veces, como que paso de ponerlo más. por tanto, cuando un musulman llega a un país católico o ateo, se monta su peli y se convierte en una persona maleducada, protestona, replicadora, e, incluso y si mi apurais, delincuente. exige todo lo que puede, y si aun así no consigue lo que quiere, usa la violencia. cuando un español sale, se adapta a las normas del país. si un español emigra a inglaterra, lo primero que va a hacer es tratar de aprender el idioma. y luego, buscarse un curro. cuando un musulman llega, lo primero que hace es irse a la ong de turno a pedir todo lo que pueda conseguir. y lo de trabajar, que lo hagan los romanos, que tienen el pecho de lata. eso si, a tener muchos críos, que así nos dan más ayudas. lo del idioma y esas cosas... bueno, que se adapten ellos a nosotros, que para eso les honro con mi estancia aqui. ¿ya? ¿queda explicado? vamos con esas estadísticas que pones, pues. 1) el numero de inmigrantes se ha reducido. básicamente, porque ya no queda para las paguitas. como ya no consiguen todo lo que quieren, o no vienen o se van (prefieren alemania. o suecia). aparte, las nuevas normas, un poco -no mucho- mas justas para todos, les dejan fuera. ¿que voy a cobrar la paguita, pero la pierdo si me voy de vacaciones a mi país? ¡anda! rasistas, que sois unos rasistas. 2) los refugiados son, en realidad, gente que viene a ver qué saca. familias dice... cuando los españoles huíamos de la guerra, no atravesábamos medio mundo escogiendo el país en el que más ayudas nos dieran. nos ibamos donde podiamos, normalmente a francia que era el país que nos pillaba más cerca. cuando los alemanes invadieron francia y cogian a los españoles y se los daban a los franquistas para que los fusilaran, entonces haciamos por irnos más lejos. ¿que hacen los de siria? se atraviesan media europa para ir a los países donde les dan mejores paguitas. ¿te pongo el mapa? eso no es ser refugiado. eso es tener la cara como el hormigón armado de dura. y fijate de no hablo de los que vienen ""entre medio"" de los ""refugiados""... 3) si. nos vamos. ¿sabes porqué? a tiene un taller de reparación de coches. b trabaja para a. es español, curra sus ocho horitas (por ley) y cobra 1000 pavos al mes. a le da la patada a b. y mete a c y a d, musulmanes, que no van a currar ocho horas, sino doce, y con los 1000 pavos que le pagaba a b, no solo paga a c y a d, sino que encima se ahorra 200 pavitos (los de la ss, que total, pa tener a estos dos, pa que pagarla...). o sea, 200 pavos de ahorro, y más del doble de rendimiento, con lo que los beneficios también son más altos. ¿que le queda a b? pirarse... porque aqui, c y d, y todos los que son como ellos, han jodido el mercado de trabajo. ¿y te explico porque pasa eso? porque b no tiene una puta ayuda. c y d, aunque solo cobran 400 al mes, se lo pueden ahorrar integro, porque la luz, el agua, el gas y el alquiler se lo paga la ong; la comida se la paga el ayuntamiento, como la escolarización de los niños y hasta las actividades extraescolares. y tachán, aqui tienes porque no queremos ni un solo inmigrante. ahora... si vienes aqui, te dejas la pasta montando tu negociete, cotizas a la ss y pagas tu irpf; si te quitas el pañuelito cuando se te dice que te lo quites; si no me intentas imponer por la fuerza tu religión y tus costumbres... es decir, si haces como un español que emigra al extranjero, bienvenido seas. pero como no hay ni un solo caso asi... pues nada. puerta. ni islamofobia, ni ostias. adaptate. ¿no? pa tu puta casa. ¿si? al fondo a la derecha queda un sitio. hale!', 'el origen del problema: afganistán. todo empezó con la guerra de afganistán de 1978. un antes una revolución espontánea contra un régimen totalmente impopular sorprendió tanto a la urss como a eeuu. la guerra de vietnam todavía estaba fresca en la memoria y la dinámica de la guerra fría continuaba. guerras civiles con facciones pagadas por uno u otro bando existían en todo el globo. con afganistán no hubo excepción. poco después del triunfo de la revolución, eeuu pagó a los rebeldes del nuevo gobierno , los conocidos como muyahidines. entre ellos estaban bin laden y algunos aún más sangrientos, como gulbudin hekmatiar. el resultado es de todos conocido. este es un artículo de un periódico americano alabando a bin laden esto era afganistán en 1978, durante el nuevo gobierno esto es afganistán hoy en día. tras la retirada de la urss, los talibanes tomaron el poder. la invasión estadounidense impuso un nuevo presidente en el gobierno, hamid karzai, acusado de corrupción y fraude, que duró hasta 2014, siendo sustituído brevemente por otros candidatos y luego siendo reelegido y el año pasado sustituído por un residente en eeuu y antiguo empleado del banco mundial que fue su ministro de economía, asharf ghani ahmadzai . irak al año siguiente de la invasión soviética de afganistán, en 1979, saddam hussein se hacía con el poder en irak. al año siguiente iniciaba una guerra con irán con apoyo occidental. compañías americanas fabricaron armas químicas para irak y a irán se le vendieron armas para financiar las contras nicaragüenses anticomunistas. negocio redondo. cuando terminó la guerra de irán-irak y se invadió a kuwait, proveedor de petróleo, saddam ya se convirtió en un problema y comenzó la guerra del golfo con unas 5000 víctimas civiles. los años de posguerra fueron duros para irak. sanciones, embargos y bombardeos periódicos por parte de la otan lo dejaron arruinado. después del 11-s, acusado de tener armas de destrucción masiva (acusación que se demostró falsa), se invadió irak. tras la ocupación occidental, pasó a ser la base del ei (recordemos que al-baghdadi es iraquí) y a tener atentados y secuestros casi a diario. hoy en día casi un tercio del país y una de sus ciudades más importantes (mosul) son parte del ei. libia cuando surgieron como por arte de magia ""revoluciones populares"" por todo el norte de áfrica, gadafi fue un objetivo importante. ya había tenido sus más y sus menos con eeuu (bombardearon trípoli en 1986 acusando a gadafi de patrocinar atentados) pero esta vez llegó el momento de quitarlo del medio. gadafi era muy popular en europa. en españa recibió regalos, comió con los reyes y fue recibido por el presidente . pagó la campaña de sarkozy. gadafi había conseguido que libia fuese el país africano con más pib e idh. durante la ""primavera árabe"" se estableció una zona de exclusión aérea para evitar respuesta armada del gobierno y se armó a los rebeldes libios , a los que se reconoció como gobierno legítimo . a gadafi se le ejecutó como un perro y sin derecho a un juicio justo. hasta human rights watch protestó por esto. tras estes sucesos libia se descompuso. hubo una guerra civil y anarquía que dura hasta hoy. varias facciones se pelean por lo que queda, entre ellas el estado islámico. más de la mitad de libia y sus pozos de petróleo están en manos de islamistas. muchos refugiados provienen de este país. ¿dónde estaban con gadafi?. nuevamente cuando se aborda el drama de los refugiados se olvida lo anterior. egipto tras las protestas egipcias, mubarak renunció al poder. se celebraron unas elecciones que dieron la victoria a mohamed morsi de los hermanos musulmanes (islamistas moderados). al poco rato, un golpe de estado militar las declaró nulas, condenó a muerte a varios cientos de integrantes del partido, incluyendo a morsi y estableció una dictadura como la de mubarak, que fue absuelto en un juicio después de haber sido condenado en otro. se volvió al punto de partida. curiosamente apenas hubo nadie que se opusiese en europa al golpe de estado y apenas se habla de ello. de hecho, fue recibido en españa y eeuu reanudó la ayuda militar a egipto. siria algo parecido a libia. tras las protestas contra al-asad (con también muestras de apoyo por parte de la población), se iniciaron las hostilidades. nuevamente se pagó a los rebeldes (que volvían a ser demócratas de toda la vida, hasta que fue imposible seguirlos presentando así), y se esperó que la ayuda cambiase la guerra , estabilizada por el ejército sirio partidario de al-asad, laico y panarabista del partido baaz, como saddam y parecido a gadafi. el resultado vuelve a ser conocido. siria se convirtió en la base más importante del estado islámico, que sólo comenzo a ser conocido cuando se volvió demasiado poderoso (gracias a la ayuda extranjera en la zona). la guerra sigue estancada y siria es el principal origen de refugiados . creo que el próximo problema va a estar en turquía. se están armando a los kurdos que son del pkk (considerado terrorista por la ue y eeuu) y ya ha habido problemas . turquía ya ha bombardeado el kurdistán. ¿tendremos una nueva guerra a nuestras puertas?. todo esto se omite cuando se habla de atentados islamistas o refugiados pidiendo asilo. la intervención occidental ha hecho mucho más daño que la no-intervención. pero claro, esta es una verdad incómoda que nadie quiere reconocer. oriente próximo se desangrará durante el tiempo que a occidente le venga en gana mientras pueda expoliarlo. todo lo demás son daños colaterales para ellos. la vergüenza de los periódicos apoyando a los rebeldes para luego denostarlos, las armas entregadas usadas contra nuestra población (atentados) y la gente que huye de las zonas de combate antes prósperas... es todo culpa de los que han organizado todo esto. la otan y el capital. basta con recordar un poco lo que ha pasado para que cualquiera pueda ver esto.']"
13,70,13_español_españa_esperaba más_españoles,"['español', 'españa', 'esperaba más', 'españoles', 'esperaba más españa', 'esperaba', 'más españa', 'bueno', 'último', 'ojalá']","['vaya, veo que los giliprogres que venian con el esta sacado de contexto... o el que decia que será cosa del traductor....se tienen que meter la lengua en el culo. el muy subnormal tendría que estar besando suelo español y cuando le preguntan viene y dice ""que esperaba más"".', 'yo también esperaba más de españa, pero por lo que se ve no se puede echar a patadas a esta escoria', 'si esperaba más de españa debería haberse inventado una historia más gorda todavía. no me creo una mierda de lo que cuenta más que nada porque se ve a leguas que está mintiendo.']"
14,69,14_pensiones_gasto_seguridad_social,"['pensiones', 'gasto', 'seguridad', 'social', 'inmigrantes', 'sanidad', '10', 'reciben', 'ayudas', 'inmigrante']","['1 mena = 10 pensiones garantizadas y pagadas estamos arreglando el problema de las pensiones shur.', 'no está contando eso la cosa es tan sencilla como que dice que el 5% de la seguridad social es aportada por ellos y de gastos solo cuenta las pensiones obviamente la mayoría de inmigrantes no tienen edad de jubilación, cobran otras ayudas y se benefician de la sanidad la educación, pero no de las pensiones', 'lo mejor que he leido: los inmigrantes no quitan el trabajo ni bajan los sueldos falso. los trabajadores inmigrantes se encuentran más dispuestos a trabajar por peores sueldos y condiciones de trabajo (conforme los inmigrantes entran a una ocupación, los salarios bajan”. george borjas. universidad de harvard), motivo por el cual son tan apreciados por la patronal y empresarios sin escrúpulos, además al cobrar muchos de ellos algún tipo de subsidio, pueden permitirse trabajar en negro mientras aparecen en las estadísticas como parados. a causa de esto, españa fue el único país de la ocde en el que se produjo un retroceso del poder adquisitivo, con una bajada salarial del 4% entre 1997 y 2007, pese al boom económico sucedido entonces. carlos martín, economista del gabinete técnico de ccoo, refiriéndose a los inmigrantes observaba que “hemos creado una gran bolsa de trabajadores mal remunerados y en situación precaria que podría ser muy difícil de reubicar cuando el ciclo se enfríe”. no es normal que en uno de los países más turísticos del mundo, como lo es españa, y por tanto con un importante sector hostelero, jóvenes vayan a fregar platos a londres viviendo en un piso compartido cuando en su misma ciudad hay puestos de trabajo de hostelería, en su mayoría copados por inmigrantes. algo que olvida la gente es que antes de la llegada de inmigración masiva esos puestos de trabajo lo solían ocupar gente sin estudios y en vacaciones los estudiantes ¿es que acaso antes los pinchos de tortilla llegaban volando a la mesa o los portales se limpiaban solos? con la llegada de la inmigración y la ocupación de estos puestos de trabajo por inmigrantes, se ha condenado a toda esta gente a sufrir un empeoramiento salarial y de las condiciones de trabajo en el mejor de los casos, y al paro (especialmente grave entre los jóvenes) en el peor. este grueso de población inmigrante forma en gran parte lo que en términos marxistas es el ejército industrial de reserva, un número permanente de desempleados, según marx necesario para el funcionamiento del sistema de producción capitalista, de forma que al mantener de forma estructural mayor la demanda respecto a la oferta de trabajo, los capitalistas tienen cogida la sartén por el mango a la hora de imponer sus condiciones laborales, ya que al trabajador no le quedará otra opción que aceptarla porque si no lo hace habrá detrás un ejército de reserva de parados dispuestos a tomar el trabajo. el economista santiago niño becerra, refiriéndose a la situación actual española, opina que “si toda la inmigración se fuera, la tasa de paro bajaría en 10 puntos”. los inmigrantes no colapsan la sanidad falso. después de una década de propaganda la opinión más extendida es que los inmigrantes consumen menos recursos sanitarios al ser su población más joven que la española, lo cual es cierto, si bien omite que estos inmigrantes envejecerán y el gasto medio a lo largo de su vida será el mismo que el de un español, y también que su alta natalidad hace que gasten más en sanidad (los niños requieren de mayor atención médica), en comparación con la baja natalidad de los españoles. además, como veremos más adelante, el gasto que ocasionan no se compensa con su contribución en forma de impuestos. sin hacer una distinción entre españoles e inmigrantes, tenemos que el gasto sanitario por habitante es de 1.329 euros, lo cual para una población estimada de 8.200.000 inmigrantes más descendientes en 2013 nos da un gasto aproximado de 10.898 millones de euros. conviene mencionar también el hecho de que la inmigración ha hecho resurgir enfermedades que estaban del todo o prácticamente erradicadas. los inmigrantes aportan más de lo que reciben falso. a datos del 2006, incluso en pleno crecimiento económico, con la tasa más alta de ocupación y en madrid, una de las la comunidades autónomas con menor tasa de paro, una investigación impulsada por la consejería de economía e innovación tecnológica que dirigía fernando merry del val y la de inmigración de lucía figar ponía de manifiesto que “desde un punto de vista cuantitativo, el aporte fiscal que realizan los inmigrantes es exiguo”, “cada inmigrante paga una media anual de 1.468 euros en concepto de irpf, iva y cotizaciones a la seguridad social. mientras que sus gastos en servicios sociales, sanidad y educación ascienden a 2.097. por lo tanto, cada extranjero genera un saldo negativo de 629 euros anuales a las arcas públicas."" otras observaciones del estudio remarcan como en ese mismo año, la población inmigrante en madrid representaba el 12,1% del total, sin embargo, consumía el 46% de la factura en programas sociales de la comunidad, y siendo el 12% de los afiliados a la seguridad social, sus cotizaciones apenas llegaban al 6% en la actualidad, como es de suponer, la situación se ha agravado hasta límites insospechados. a datos de 2010, de los 7 millones de inmigrantes censados, solo 1.8 millón de ellos trabaja y contribuye a las arcas públicas. ¿de qué viven los otros 5 millones, que además siguen manteniendo una natalidad disparada? de las mismas subvenciones, trabajando en negro o ambas. los inmigrantes no aumentan la delincuencia falso. según el real instituto elcano: “la percepción de que un creciente porcentaje de los delitos perpetrados en españa es obra de delincuentes extranjeros resulta confirmada por los datos policiales, judiciales, y penitenciarios disponibles: la tasa de delincuencia de los residentes extranjeros es mayor que la de los autóctonos, tanto en españa como en otros países europeos."" entre 2000 y 2009, la población reclusa se ha disparado un 70% en españa, mientras que desde el 1 de enero de 2000 los internos españoles sólo han crecido en 10.700 personas (un 29%), los extranjeros lo han hecho en 18.100 (un 228%). es decir, que en estos años, de cada diez personas que han ingresado en la cárcel, seis eran inmigrantes. en 2009 en las 87 prisiones españolas había 75.212 reclusos (datos a 3 de abril), de los que 25.966, el 35%, no habían nacido en españa. las cárceles españolas albergan presos de más de 80 nacionalidades, siendo los más numerosos, en este orden, marroquíes, colombianos, argelinos y rumanos, que han crecido un 150% en cinco años. teniendo en cuenta que cada preso cuesta 78,2943 euros por día al estado, y que en 2009 había 25.966 de ellos nacidos fuera de nuestro país, esto implicó un gasto anual de más de 742 millones de euros, además de otros costes no económicos como las agresiones, las violaciones, la gente que han matado, la inseguridad y el miedo generalizado en muchos barrios y pueblos anteriormente seguros. la multiculturalidad es enriquecedora ¿para quién? para el empresario y el político sin duda lo es, como ya hemos visto. pero para el ciudadano de a pie, nada más lejos de la realidad. según un estudio de robert d. putnam, especialista en ciencias políticas y profesor de políticas públicas en la universidad de harvard, a mayor diversidad étnica del grupo que nos rodea en nuestro barrio, menos confiamos en nadie, incluyendo a las personas que se parecen a nosotros. las comunidades con mayor diversidad tienden a ser más grandes, tener un mayor diferencial en los ingresos (más brecha entre ricos y pobres), mayores tasas de criminalidad, y más movilidad entre sus habitantes (tienden a mudarse más).']"
15,66,15_puto país_país_puto_país mierda,"['puto país', 'país', 'puto', 'país mierda', 'hijo puta', 'puta', 'vuelta', 'hijo', 'vuelva', 'mierda']","['que se vuelva a su puto país.', 'que lo devuelvan a su puto país en una caja de pino.', 'que se vaya a su puto país y que le matengan allí a bombazos, hijo de puta']"
16,65,16_padres_adoctrinamiento_colegio_cursos,"['padres', 'adoctrinamiento', 'colegio', 'cursos', 'clases', 'educación', 'debe', 'meterse', 'aprender', 'hijos']","['en contra...no por los contenidos, sino porque el puto estado no debe entrometerse en la formación moral de sus ciudadanos y de ser así, los padres deben estar informados y totalmente de acuerdo. es igual a la clase de religión, cuando estaba en el instituto público tus padres tenían que autorizar que hicieras está clase o historia de las religiones. pues lo mismo. de la educación moral de mis hijos me encargo yo y el estado no debe meter las narices.', 'la educación es de los padres, el colegio no está adoctrinar ni lgtbipollas ni religión ni mierdas, que creen escuelas progres como hacen los curas.... y que los padres los lleven voluntariamene', 'vamos, que solo porque tiene en el nombre lgtb ya estás a favor. que en esas clases se digan lindezas como que las asociaciones de padres por la custodia compartida son maltratadores, o que todo cristo debe ser feminista, ya lo dejamos para otro día. además, ¿qué coño tiene que ver eso con la función de una escuela, que es instruir al alumno para no ser un analfabeto? ¿hacemos clases también de economía a cargo del juan de mariana? ¿y clases de ecología a cargo de la asociación española de caza? ah, no, que eso es adoctrinamiento, dirás. pero que venga una charo pelo lila o un maricón con el carnet de la psoe en la boca a pastorear políticamente a menores de edad está perfecto. cuánto mermao hay en españa, por favor.']"
17,62,17_somos_hemos_gilipollas_nosotros,"['somos', 'hemos', 'gilipollas', 'nosotros', 'tenemos', 'problemas', 'pinta', 'problema', 'vecino', 'piensa']","['nos hemos librado de ese problema gordo?', 'somos gilipollas', 'somos unos gilipollas, en eso nos hemos convertido.']"
18,58,18_digas_chorradas_vas_tranquilo,"['digas', 'chorradas', 'vas', 'tranquilo', 'pregunta', 'pole', 'anda', 'juego', 'reconocerlo', 'espero']","['la clase pregunta. se nota que no vas mucho por aquella zona. tienes lérida al lado que parece costa de marfil. y no, no se van.', 'aparte de que toque los cojones ,que lo hace ,principalmente porque es exclusivo de sony,no intentes buscar mucho más allá,que siendo multi todos sabemos que no hubiera tenido tanto bombo', 'no digas chorradas anda.']"
19,58,19_países_país_intentarlo_mierda,"['países', 'país', 'intentarlo', 'mierda', 'allá', 'tú', 'vivido', 'miseria', 'leyes', 'paises']","['este pablo cada día se parece más a una rata sidosa. si el planeta fuera un lugar donde todos los humanos fueramos en la misma dirección con la avaricia y la maldad ya exterminada o controlada, venezuela sería un país que lo erradicarían en cuestión de horas sacando a toda esa gentuza del gobierno. sigo sin entender como es posible que se permita vivir a la población así y no los saquen en cajas de madera. luego ves africa, países de europa... y es que está claro que si no se hace nada es porque no interesa. y obvaiemten la guerra es entre poderes políticos y la élite, los pobres y gente de a pie solo son los recursos que siguen trabajando para darle más poder a estos hdp miserables.', 'hasta los cojones de gente como tú que se le llena la boca criticando su propio país por datos que tienen de oídas. ¿acaso te crees superior por criticar? me gustaría saber lo que haces tú para mejorar esta sociedad y los países en los que has estado y has vivido realmente para conocer su bienestar social y poder comparar. deporte nacional el quejarse de españa y sin embargo cuando hay algo bueno se da por hecho y no se valora. por mucho que digas vivimos en uno de los países con mejor bienestar y seguridad social. si no pregúntaselo a echenique que precisamente vino a españa por las oportunidades sanitarias.', 'es lo que están acostumbrados en sus países, si no mirad lo que pasa en guatemala, el salvador, honduras... y países musulmanes, con guerras civiles, decapitaciones, crímenes sangrientos, torturas, atentados cada semana... es lo que han vivido en sus países y eso no podemos cambiarlo. lo llevan en la sangre. hay países que jamás tendrán solución, pero no por su política, si no por sus propios habitantes. para esa gente, nuestra sociedad y costumbres son el paraíso, pueden hacer lo mismo que en sus países sin apenas repercusión. robar, violar, matar, etc. y no sufren si tienen que enfrentarse a la policía con armas o lo que sea, están acostumbrados a eso, no tienen nada que perder. la única solución que tenemos aquí en europa es endurecer las leyes, no hay otra. pero incluso así, esta gente seguirá delinquiendo, porque más duras que son las leyes en sus países y se las pasan por el forro de los huevos. es un asunto muy delicado todo esto, si te postulas a favor de que vengan, pones en juego a tus propios habitantes, a tus seres queridos. si evitas su llegada, estás acortando la libertad de decidir donde poder estar de millones de seres humanos.']"
20,57,20_racista_negro_raza_blanco,"['racista', 'negro', 'raza', 'blanco', 'racismo', 'racistas', 'moros', 'etnia', 'principio', 'tú']","['hilo no racista', 'mr racista.', 'yo tambien me elegro(si racista)']"
21,54,21_refugiados_guerra_refugiado_refugees,"['refugiados', 'guerra', 'refugiado', 'refugees', 'asilo', 'vídeo', 'huyendo', 'welcome', 'agradecidos', 'vayan']","['primero, pole. luego te digo que existen varios tipos de refugiados: políticos (perseguidos por su ideología en su país, de guerra (no hay mucho que decir) y por catastrofe natural (tsunami, terremoto o similar). como no se la situacion concreta de estos, pueden ser dos cosas. o bien son refugiados políticos que no han podido reclamar su estado de refugiado por las vias normales (que las hay) o bien son unos aprovechados que ni refugees ni hostias. edit: un hombre de verdad se responsabiliza de sus fails y los deja como están.', 'son refugiados de guerra, lumbreras.', 'tócate los huevos!! pero que cojones se cree la gente que es ser un refugiado?!!! un refugiado es alguien que viene huyendo de su pais porque su vida corre peligro por una guerra , una situación política o religiosa y pide asilo en el pais para salvarse de una situación dramática, pero ser refugiado no significa que según me piro de mi pais una vez que ya estoy a salvo en otro exijo que me soluciones la vida y que me den de todo lo que no se da a la gente originaria del pais para vivir a cuerpo de rey. anda y que se vayan al carajo y si no les gusta lo que les dan, que ya es demasiado para lo que deberían darles que se vuelvan por donde han venido a ver si es mejor, no te jod... deasiado que se les acoje en españa cuando ya no son refugiados sino inmigrantes económicos, que llevan ya mucho camino a salvo y si se vienen al culo del mundo es porque es mola más como se vive aqui, no porque ya corra peligro su vida. la única obligación que tenemos humanitariamente con los refugiados es la de permitirles que entren al pais para salvar su vida y tratar de enseñarles a integrarse en nuestras costumbres y aprender nuestro idioma para que puedan ganarse la vida aqui como cualquier otro ciudadano, punto pelota, las reclamaciones al genio de la lámpara maravillosa no son aqui, que las hagan en oriente medio que es donde vivía aladino y seguro que les da alguna pista, aqui ni siquiera tenemos a alibaba y los 40 ladrones, aqui tenemos miles de ladrones y no necesitamos ninguno más.']"
22,53,22_juego_lenguaje_inclusivo_lenguaje inclusivo,"['juego', 'lenguaje', 'inclusivo', 'lenguaje inclusivo', 'frases', 'mí', 'sony', 'molesta', 'dices', 'segun']","['a mí lo del lenguaje inclusivo nunca dejará de parecerme una gilipollez, pero se está haciendo una montaña de un grano de arena. la tía que habla de esa manera en el juego es la del podcast, que yo he tenido desactivado toda mi partida porque ya me sobraba en el juego de miles. lo del doctore nos lo comemos, pero es esa escena en la que sale y ya está. anoche me acabé el juego y no he visto eso en ningún otro momento. edito para añadir: miles llama a peter ""bro"" en más una ocasión y también me sobra, pero soy un viejo y así hablan los jóvenes, algo que me tengo que comer en la ofi de la misma manera.', 'el revuelo es el que se va a montar cuando se les ocurra hacer un juego entero con lenguaje inclusivo. ahí sí que será preocupante. me parece una gilipollez el lenguaje inclusivo. los tontos están llegando muy lejos y es preocupante. si, recalco, tontos. son ganas de quejarse por quejarse y de una lengua muy rica como la nuestra...', 'no, lo pone a la misma altura por que el juego tiene lenguaje para sordomudos. por eso lo nombra en el articulo, pretendiendo hacer ver, que a los mismos q les molesta el lenguaje inclusivo tb les molestaria los sordomudos. cuando nadie se ha quejado de eso. pero tu a lo tuyo eh']"
23,52,23_asco_vergüenza_desagradecido_ajena,"['asco', 'vergüenza', 'desagradecido', 'ajena', 'lamentable', 'pena', 'pobre', 'cagando', 'desagradecido mierda', 'perdida']","['jajajjajaahajajjajahaajaj que asco de mundo', 'que asco de gente.', 'llorar? error. esto lo que se siente es vergüenza ajena. cuando veo a irene montero haciendo contorsionismo mental intentando usar el lenguaje inclusivo, viendo como la va cagando cada dos frases porque no le sale porque no es natural, lo que me da es vergüenza ajena. mucha vergüenza ajena. vosotros disfrutad del rico léxico.']"
24,52,24_casa_hotel_hoteles_huesca,"['casa', 'hotel', 'hoteles', 'huesca', 'vecinos', 'piso', 'pueblo', 'conozco', 'cerca', 'iban']","['mételos en tu casa cansino.', 'pues metelos en tu casa', 'pues metelos todos en tu casa']"
25,50,25_forero_norte_patada_imagen,"['forero', 'norte', 'patada', 'imagen', 'porcentaje', 'grande', 'follamoros', 'días', 'polla', 'buen']","['en dos días habéis hecho como 5 hilos iguales.', 'forero diagnosticado con retraso mete un gol por toda la escuadra', 'un forero puso en otro hilo una imagen que relacionaba el porcentaje de extranejros con su porcentaje en las carceles...']"
