Topic,Count,Name,Representation,Representative_Docs
45,28,45_sexual_primera_relaciones_padres,"['sexual', 'primera', 'relaciones', 'padres', 'sexuales', 'sexualidad', 'relación', 'sexo', 'mujeres', 'niños']","['bajo mi punto de vista, una cosa es respetar que una persona tenga atracción sexual hacia alguien de su mismo sexo, cosa que evidentemente comparto, y otra que eso sea normal, para mí es antinatural; respecto a los padres, habrá unos que sean más conservadores y otros que sean más progres, pero es su responsabilidad que sus hijos sepan lo que es y respeten a cada persona independientemente de su sexualidad', 'soy lgbt y estoy en contra, más que normalizarlo lo hacen ver como si fuera ser parte del equipo de un circo. sin embargo si que estoy de acuerdo que cuando hagan clases de educación sexual mencionen por lo menos brevemente los riesgos y medidas de protección al mantener relaciones sexuales con alguien del mismo sexo.', 'vamos que no quede un solo estereotipo sin describir...qué coñazo! no se conocen ni entre ellos ni entre ellas . y, sí, aquí el desdoblamiento de género es necesario. primero, siete desconocidos se sentaron unos enfrente de otros para hablar de, quizá, el gran tabú de la adolescencia: la virginidad . este tema, que tantos sinsabores ha causado a miles de jóvenes, también lo trataron después seis mujeres. en total, 13 personas entre las que se encontraban un católico , un homosexual , varias bisexuales , una pansexual , una musulmana y una hindú . el corolario de opiniones y experiencias está servido. las preguntas en 2023 siguen siendo muy parecidas a las que se han enfrentado los miembros de generaciones anteriores, aunque aquí todos son millennials o de la generación z. ¿se pierde la virginidad al realizar sexo oral? ¿cómo influye el porno en las expectativas de la primera vez? si no se llega a eyacular, ¿cuenta también? ¿lo hacen bien los padres y madres con sus hijos e hijas? ¿cómo la virginidad llega a afectar a la salud de las mujeres? rubén es un nombre ficticio, como todos los que aparecerán en este texto, para preservar su anonimato. rubén también es un hombre de 24 años, español y heterosexual: ""yo creo que la definición más extendida de virginidad es excluyente, es decir, no acepta otra cosa que la penetración vaginal de un hombre a una mujer"", se adelanta a compartir con el grupo. en realidad, más allá de los significados personales, la virginidad es una construcción social que, como tantas otras, se ha intentado hacer pasar, sobre todo para las mujeres, por una realidad biológica, apelando al himen, la sangre y el dolor como características necesarias para determinar si una mujer es virgen. la virginidad, cuestión de expectativas clemente tiene 28 años y no se olvida de una cosa que sucedía en su instituto y que le hizo replantearse qué era la virginidad y para quién: ""yo tenía una compañera que, por las creencias de su familia, tenía que llegar virgen al matrimonio, pero sí practicaba sexo anal y oral. ¿era virgen ella? ¿y los tíos que lo hacían con ella perdían la virginidad o no? y, si no la perdían, ¿la gente que solo ha practicado sexo anal sigue siendo virgen?"", se cuestionó con el grupo. clemente tampoco tiene miedo a reconocer su pasado al afirmar que, si un amigo homosexual suyo le hubiera dicho que ha perdido la virginidad de forma pasiva, le hubiera roto la cabeza, parafraseando sus palabras. andrés es bisexual y tiene 25 años. hace ya una década de su primera vez: ""fue algo terrorífico. solo tenía en la cabeza ser el mejor. nada más terminar pensé si eso que había ocurrido iba a ser así siempre"", afirmó. él, como la mayoría de los chavales de su edad, lo primero que hizo fue contárselo a sus colegas, aunque les mentía . ""ocurrió en casa de mis padres y la chica no me gustaba, pero quería perder la virginidad. con toda la presión no se me levantaba, y ella forzó la situación. me insultó diciendo que no servía para nada y eso lo trasladé a mis siguientes relaciones sexuales. mientras les decía a mis colegas que había follado, llegaba a casa llorando "", relata. y se hace una pregunta: ""¿la gente cuenta como primera vez si no se llega a correr ?"". esta confusión conceptual es resultado de lo que han aprendido de la expresión ""perder la virginidad"" y lo que cada persona a lo largo del tiempo ha resignificado. alfredo es el único católico del grupo. tiene 23 años y piensa que ""la virginidad es cómo uno mira, cómo uno siente "". pese a ello, eso de la primera relación sexual es algo que le consumía por dentro, en sus propios términos, ""y todo por culpa de las expectativas"". las personas lgtb: otras realidades no entendidas a sus 23 años, adrián es el único homosexual del grupo. por eso, su primera experiencia fue algo diferente: ""yo tenía un grupo de amigas que me echaban una mano para ligar con tíos. como tenía menos gente entre la que escoger, me entraba más prisa por hacerlo "", remarca el joven. el pánico fue tal que llegó a pensar que cuando entrara en la universidad sería la única persona de su curso que todavía era virgen. ""lo vivía como algo necesario, perderla. incluso un amigo más tímido se planteó recurrir a la prostitución"", prosigue. la primera vez llegó con un hombre con el que no compartía ningún componente afectivo, lo que redundó en la experiencia, carente de empatía: ""nos quedamos a medias y durante años pensé que aquella no había sido mi primera vez, sino más bien mi media primera vez"", dice en tono jocoso. estas personas se muestran incluyentes respecto al colectivo lgbt. pese a ello, las mujeres que tienen relaciones sexuales con mujeres denuncian sentirse excluidas del imaginario colectivo que entiende que sin la penetración de un pene no podría perderse la virginidad . ""hasta que un hombre no te penetra, no cuenta como sexo"" marta, bisexual con 20 años, afirma que ella siente que ha perdido la virginidad dos veces: con un hombre y una mujer, ya que nadie lo reconoció como tal cuando mantuvo relaciones sexuales con otra mujer. noelia también es bisexual. procedente de la india, a sus 24 años sabe bien que, cuando tuvo su primera relación sexual con una chica, nadie lo consideró perder la virginidad. ""hasta que un hombre no te penetra, no cuenta como sexo "", apuntilla. paula también tiene 24 años y es lesbiana: ""yo perdí la virginidad con un hombre porque todas mis amigas lo estaban haciendo y me convencí de que era el amor de mi vida, pero yo soy superlesbiana en realidad"". pese a haber mantenido su primera relación sexual con un hombre, cuando llegó al ginecólogo le preguntaron con quién mantenía relaciones. ella respondió que con otras mujeres, y la sanitaria dio por hecho que era virgen. según las palabras de paula, médica de profesión, hay una norma no escrita en ginecología que respalda que, si la paciente es virgen, no se la puede entrar por vía vaginal . ""he llegado a ver cómo a una niña de nueve años se le hacía una ecografía de ovarios y, en lugar de meter el ecógrafo por la vagina, se lo metían por el culo, y la madre estaba de acuerdo"", ejemplifica. perder la virginidad para ganar una losa personal ""cuando perdí la virginidad, sentí que también me deshacía de esa losa social que tenía encima, pero gané otra personal al no haber cumplido con lo que yo entendía en ese momento que tenía que ser la primera vez"", dice rubén. una de las principales maneras de entender la virginidad es quitarse un peso (social) de encima. también puede entenderse como una ofrenda o regalo que se le hace a una persona que quieres. esto, sobre todo, se observa en las mujeres, cuya actividad sexual históricamente se ha legitimado en entornos románticos, así como en personas religiosas donde se sigue señalando una mayor importancia de la virginidad en las mujeres. ""es muy sorprendente hasta qué punto tiene que llegar una persona para dar esa imagen pública y que no la vean como una fracasada"" raquel tiene 25 años y es pansexual, es decir, le puede atraer cualquier persona independientemente de su sexo o género. ella ha conseguido romper ese constructo llamado virginidad : ""nosotras no somos vírgenes que alcanzar por nadie. no soy una cosa, sino una persona con sentimientos"". andrea, procedente de una familia católica aunque ella sea atea, tiene 22 años y ha sido testigo de la presión que han sufrido sus amigas , ya no para mantener relaciones sexuales por primera vez, sino para que se supiera: ""algunas me han dicho en la intimidad que nunca lo han hecho. es muy sorprendente hasta qué punto tiene que llegar una persona para dar esa imagen pública y que no la vean como una fracasada "". en su caso personal, dice que le hubiera gustado hacerlo más adelante, y que si lo hizo fue por presiones de su pareja. las mujeres de este grupo, concienciadas respecto al consentimiento sexual , retoman este tema de conversación en un par de ocasiones más señalando la ausencia del mismo en la primera relación sexual de raquel. en su caso, se vio presionada a hacerlo por la supuesta retribución romántica que su pareja comprendía del hecho de ""entregar"" su virginidad. ¿dónde quedan los padres? a rubén no se olvidan las condiciones tan precarias en las que la chavalada suele tener sus primeras relaciones sexuales, en un parque o en esos 15 minutos en los que tus padres no están en casa, ilustró este joven. clemente, además, piensa que la opinión de los progenitores puede ser muy enriquecedora, y no solo la de tu ""colega el orangután"" , en sus propios términos. pero advierte: ""para eso, tus padres también tienen que leerte a ti como un adulto, que la conversación sea entre adultos, no de padres a hijos"". ""en la india, la noche de bodas tiene un nombre que significa \'la noche del marido"" en esta relación que se puede trabar entre padres e hijos, también está el cambio de culturas entre ambos. sonia, musulmana de 25 años, siempre ha sabido que debes probar a tu familia que llegas virgen al matrimonio ""y que la persona que te va a desvirgar es tu hombre , por así decirlo"". según su religión, debe perder la virginidad la misma noche de bodas, lo que le incomoda: ""yo no sé si estaré preparada para hacerlo esa noche. puedo estar nerviosa, o lastimarme, así que pienso que es algo que tiene que pasar cuando te apetezca, no impuesto"", agrega. noelia le responde: ""en la india, la noche de bodas tiene un nombre que significa \'la noche del marido "". es en este punto cuando otras mujeres del grupo respetuosamente apelan a sonia opinando que nadie debería de meterse en la vida sexual de una misma, ni siquiera los progenitores. marta recuerda cómo su madre le empezó a hablar de la virginidad cuando tuvo novio, pero no novia, como había sucedido con anterioridad. a paula le pasó algo diferente. cuando iba con sus novios de tapadera a casa, a sus padres no les hacía ninguna gracia, pero, cuando se echó novia, no tenía ningún problema . ""¿entonces qué les molestaba exactamente?"", se pregunta de forma retórica. porno y educación sexual siempre se ha dicho que la juventud adolece de la educación sexual necesaria para ser conscientes de lo que supone mantener relaciones sexuales. como mucho, alguna charlilla en el instituto con un condón y un plátano , pero poco más. como si no hubiera decenas de formas de vivir la sexualidad que también necesitan explicarse, la juventud busca otros referentes que suelen encontrar, más ellos que ellas, en el porno y el cine en general. sin ir más lejos, andrés pensaba hasta los 19 años que ""follar era hacer lo que hacían en los vídeos porno"" hasta que una chica le dijo: ""oye, que yo también quiero que me hagas cosas"". esto, tan extendido a lo largo de décadas, parece que empieza a cambiar, aunque tanto ellos como ellas sean víctimas de lo que les ha venido impuesto. ismael es el mayor de todos los presentes, tiene 29 años y recuerda cómo también para las mujeres puede llegar a ser un problema que el hombre no llegue al clímax . antonio disfrutó de sus primeras relaciones sexuales cuando tenía unos 12 años. ahora tiene 27 y la cosa ha cambiado bastante: ""me pregunto qué hubiera pasado si no hubiera conocido a ciertas personas que me han ido orientando y compartiendo cómo se han sentido conmigo en la cama"". esta suerte de autoeducación sexual no ha llegado sola. según agrega el joven, ""en el código que manejábamos los tíos no se planteaba posibilidad para el diálogo , y en eso ha influido para bien el feminismo"". y defiende la tesis de ismael: ""las mujeres también asumen ese rol de que es el hombre el que tiene la responsabilidad de tener que saber hacerlo todo, porque también están influidas. la película a tres metros sobre el cielo nos marcó. yo me llegué a pillar una chupa de cuero como la del protagonista para hacerme el chulo, y las tías me lo compraban"". ""muchas de nosotras tenemos nuestra primera relación sexual incluso antes de que nos masturbemos"" andrea también dedica unas palabras a la educación que reciben: ""muchas de nosotras tenemos nuestra primera relación sexual incluso antes de que nos masturbemos y conozcamos nuestro cuerpo y lo que nos gusta. llegamos ahí y no sabemos qué nos gusta, y por eso yo creo que las primeras veces en mujeres decepcionan tanto"". la ausencia intencionada de una educación sexual amplia e interseccional que desmitifique la primera relación sexual y que tenga presente todo tipo de prácticas sexuales más allá de la penetración resulta ausente en el aprendizaje del conjunto de jóvenes. ante esta situación, el porno es un agente más que reproduce roles de género perpetuando la cosificación de las mujeres y el papel de líder de la situación para los hombres. esto les genera fraudulentas ideas que tienen un impacto negativo en la primera relación sexual. a varios de los participantes les gustaría que la primera relación sexual fuera como otra primera vez más: como la primera vez que montas en bici o vas al cole, pero sin restar importancia al impacto que tiene el desarrollo de la erótica y las relaciones sexuales en la construcción psicosocial de las personas. clemente, cuya primera vez posiciona entre las tres peores experiencias sexuales de su vida, condensa bien lo explicitado en estas conversaciones con este comentario: ""si ahora me viera con 17 años, me diría una cosa: disfruta e intenta hacer disfrutar. la primera vez no te va a marcar para toda la vida"", concluye.']"
46,28,46_mujer_mujeres_tetas_prefiero,"['mujer', 'mujeres', 'tetas', 'prefiero', 'pene', 'hombres', 'hacerse', 'hombre', 'decisión', 'gustan']","['pero qué coño es mujer cis? una mujer es una mujer. lo otro es un enfermo mental con polla', 'yo soy mujer, ni cis ni nada, solo mujer, nací mujer, nadie que se autoperciba mujer pero tenga un pene entre las piernas, entero o cortado, puede sentir lo que siento yo hoy 31 de diciembre que me ha bajado la regla y estoy con dolor de barriga insoportable, con ganas de llorar y asqueada de la vida, y hace unos dias con dolor de tetas....estoy cansada de este tema. seré transfoba de esas pero me da igual, en este mundo nacen mujeres y hombres, machos ( xy ) y hembras ( xx) y son heteros, homos o bisexuales y los locos al psiquiatra, fin. y si algún día entro a un probador, vestuario o baño de mujeres y hay un tío, que se cree mujer pero no lo es y nunca lo será, lo saco a bofetadas. me parece indignante que tanto se hable de feminismo (falso feminismo ) pero ese es otro tema,...y quieran que hombres disfrazados ocupen nuestro lugar en todos sitios, es completamente absurdo. y jamás me metería a la cama con otra cosa que no sea un hombre que nació hombre.', 'que un tio normal prefiera una mujer a un tio no es nada.que una mujer tenga que ponerse ""aditivos"" porque gente que no son mujeres se llaamen mujeres es lo que da asco ya. una mujer es una mujer, un skoda con pegatinas de lambo es un fake, el lambo sigue siendo un lambo y el skoda no pasa a ser un lambo de imitacion...']"
47,28,47_pollas_polla_comer_cerdo,"['pollas', 'polla', 'comer', 'cerdo', 'podemitas', 'merkel', 'vete', 'unas', 'coño', 'salva']","['hay pollas , chochos y culos. a partir de ahí que cada uno haga lo que quiera con el suyo y punto pero no me marees a los niños.', 'tú eres más de pollas blancas y jugosas no?', 'tocate la polla con los marqueses']"
48,27,48_religión_sí_sociedad_siglos,"['religión', 'sí', 'sociedad', 'siglos', 'vecino', 'sí sí', 'estilo', 'últimos', 'moral', 'recibir']","['no cristiana qué va, incluso aunque no se defina a sí misma como cristiana. nuestra sociedad tiene una moral cristiana, por ser la religión mayoritaria y por herencia, y se legisla con respecto a la moral de la sociedad.', 'no hay por que expulsarles, con limitar el ejercicio de su religión al interior de su casa es suficiente. pero eso sí, nada de proselitismo ni mucho menos forzar situaciones en el trabajo o espacios públicos al amparo de una supuesta ofensa a sus creencias. pueden desfilar, procesionar o manifestarse como cualquiera pero nada de exigir a terceros adecuar vestimentas, asumir tradiciones bárbaras o recibir trato de favor u horarios especiales en el trabajo.', 'a los fundamentalistas de cualquier religión, todos fuera. a quienes viven su fe en el ámbito doméstico y en templo de culto, que respetan la laicidad del estado (con calendario laboral cristiano porque es la tradición mayoritaria) y a su vez acepten la diversidad religiosa sin meterse con el estilo de vida del vecino. esos pueden quedarse; ya sean pentacostales, alauitas o sij.']"
49,26,49_pillo sitio_pillo_sitio_voy,"['pillo sitio', 'pillo', 'sitio', 'voy', 'interesa', 'estoy', 'trotona', 'parque', 'upeo', 'puesto']","['pillo sitio', 'pillo sitio', 'pillo sitio']"
50,26,50_siria_sirio_sirios_clase media,"['siria', 'sirio', 'sirios', 'clase media', 'media', 'clase', 'xdd', 'capita', 'alrededor', 'pib']","['la clase media que tu digas va a ser lo que tu digas aquí la clase media es de mentira y en siria es de verdad xdd este hilo es una mina joder xdd', 'perdona vienes aquí soltando tonterías como que los sirios son gente de clase media, te excusas con que ""lo decían en la tele"" en la sexta imagino que dirían una gilipollez de semejante tamaño. para todo lo demás tienes google oye, es magia, cuando algo no te cuadra usas el buscador y te lo encuentra. pero vamos que sin saber el pib por capita cuando te respondí la primera vez ya sabía que eran un país pobre. solo un tonto se pensaría que ese país tiene riqueza, cuando por no tener no tiene ni petróleo.', 'obviamente me refería a que aquí los pintais de muertos de hambre para abajo. no he dicho en ningún momento que fuesen clase media y mucho menos que fuesen clase media parecida a la española. entiendo que el shur se refería a que muchos sirios en su país eran clase media, si él no se refería a eso error mío, pero no me vengas a faltar al respeto. te he dicho que muchos sirios mandaban a sus hijos a estudiar a europa, y no eran precisamente de la familia del presidente. y comentaré en el foro cuando me venga en gana.']"
51,26,51_gracias_agradecido_españa más_creando,"['gracias', 'agradecido', 'españa más', 'creando', 'oh wait', 'sano', 'muchas gracias', 'wait', 'estáis', 'nacidos']","['gracias.', 'gracias por la mención!', 'gracias progresistas @ jorge34 @ esmash4 @ oyios']"
52,25,52_normal_homosexualidad_naturaleza_homosexuales,"['normal', 'homosexualidad', 'naturaleza', 'homosexuales', 'especie', 'natural', 'normales', 'homosexual', 'mariquita', 'norma']","['pues siento decirte que sí es normal. se da en la naturaleza de forma normal en distintas especies.informáte un poco anda y luego vuelves.de todas maneras aquí en forohomófobos no me voy a poner a educar a nadie a estas alturas. ojo, no hago juicio moral alguno.pero normal, es puesto que existe ampliamente en la naturaleza.', 'si es que yo no voy a que se desprecie o no.a lo que voy es que si es normal en la naturaleza. es que algunos os empeñais en mezclar sexo, sexualidad, género y reproducción.y de ahí los comentarios sobre normal anormal y demás. ni idea de cuantos homosexuales había en mi colegio ni en la universidad, ni en el trabajo (aunque en el trabajo creo que sí hay una media bastante alta) pero es que además me es indiferente por que que haya homosexuales en la especie humana me parece normal. p.d: disculpa si te he ofendido, no quería faltar.', 'busca ""normal"" en el diccionario. normal adjetivo 1. que sirve de norma o regla. ""la ciencia normal es la investigación basada firmemente en una o más realizaciones científicas que una comunidad científica particular reconoce, durante cierto tiempo, como fundamento para su práctica"" 2. que se ajusta a cierta norma o a características habituales o corrientes, sin exceder ni adolecer. ""utiliza un lenguaje normal, sin excesivos recursos lingüísticos; tiene una altura normal para su edad"" 3. que ocurre, se hace o se repite con frecuencia o por hábito. ""es normal escuchar expresiones de aburrimiento entre los asistentes; lo normal es que el léxico característico de cada profesión esté formado por tecnicismos"" sinónimos: habitual']"
53,25,53_lee_qué_qué coño_pudiera,"['lee', 'qué', 'qué coño', 'pudiera', 'infinito', 'quedo', 'falso', 'jodas', 'palabras', 'coño']","['pero qué es esto!', 'pero qué coño', 'lee, lee...']"
54,25,54_europa_entera_crees_traer,"['europa', 'entera', 'crees', 'traer', 'está pasando', 'cree', 'pasando', 'europeos', 'políticas', 'ong']","['y de europa', 'europa no tiene salvacion', 'europa se muere']"
55,24,55_francia_frontera_cerca_francés,"['francia', 'frontera', 'cerca', 'francés', 'manden', 'estados unidos', 'unidos', 'musulmanes', 'llegada', 'estados']","['más cerca de francia', 'el problema del país vasco causó grandes problemas en el sur de francia y supongo que estarías en contra de prohibir la entrada de españoles a francia. dicho esto, no hablaría de un problema importado cuando francia ha enviado más combatientes al isis que muchos países árabes, precisamente si en europa hay musulmanes tan radicales es porque nuestros gobiernos han dejado que en europa se instalasen mezquitas con una visión radical del islam a cambio de acuerdos comerciales. por poner un ejemplo, francia tiene un 9% de musulmanes, en el año 2010 en grecia un 5%, que con la llegada masiva de refugiados desde 2008-2009 supongo que se habrá incrementado aún más, y aunque la amenaza terrorista sea global no tienen ni de lejos los mismos problemas que francia. en estados unidos el número de musulmanes, y eso que hay muchísimos de conversos, es del 1% y eso no ha evitado que sea el país occidental con más víctimas a manos del terrorismo yihadista. argentina, por otra parte, tiene una enorme comunidad árabe y pocos problemas verás. es por eso que no todo es tan simple como lo quieres pintar, ni todo es blanco o negro, ni tampoco vas a solucionar el problema del yihadismo global expulsando al mohamed que te vende el kebab en la esquina de tu calle, hay que ser muy iluso para creer eso.', 'esos ya están en francia']"
56,23,56_esperaba_podía_he visto_detalle,"['esperaba', 'podía', 'he visto', 'detalle', 'lol', 'saber', 'caído', 'valla', 'podia', 'visto']","['españa no te esperaba', 'vaya, no me lo esperaba!!!', 'vaya, no me lo esperaba.']"
57,22,57_clase media_clase_media_dólares,"['clase media', 'clase', 'media', 'dólares', '1700', 'alta', 'ricos', 'pobreza', 'renta', 'pobres']","['1700 dólares de renta por capita anual y vienes aquí a contarnos que son clase media venga tio que puto asco dais los mentirosos', 'la clase media alta de un país que tiene una renta per capita de 1700 dólares gana 4000 dólares al año. te disculpo porque se que eres tonto.', 'gente de clase media xddddddd']"
58,22,58_salva_suya_piernas_jajajajajajaja,"['salva', 'suya', 'piernas', 'jajajajajajaja', 'jajajajaja', 'razas', 'foto', 'saludos', 'jajajaja', 'empieza']","['jajajaja, el hermano es el que trabaja en el doner kebab de mi barrio!!', 'yo una fp jajj saludos y gracias por tu misericordia salva razas', 'jajajajaja + plus de attw. y va y en vez de pasar fotos pasa sus participaciones de attw en el hilo de ""adelgaza con nosotros"" mas una foto suya cortada por el cinturon de sus piernas embutidas en unos colombianos ballenato attw confirmed. y si no lo fuera, pues chubby exgorda.']"
59,22,59_turquía_turquia_familia_vuelo,"['turquía', 'turquia', 'familia', 'vuelo', 'siguiente', 'alli', 'desagradecido', 'mandaba', 'desagradecido mierda', 'puto']","['quiere reunificarse con la familia que está en turquía? pues nada puto desagradecido, a turquía deberían mandarte.', 'a turquía, solo ida', 'que reunifiquen a la familia mandándolos a ellos a turquía']"
60,22,60_1000_000_10_100 000,"['1000', '000', '10', '100 000', 'vendrán', 'refieres', 'oh wait', 'wait', 'pobrecitos', 'ultimo']","['+1000', '+1000', '+1000']"
61,21,61_visto_venía_había_estuve,"['visto', 'venía', 'había', 'estuve', 'pensaba', 'video', 'he visto', 'pasando', 'peli', 'pensé']","['ya lo había visto y ya me había cagado en sus muertos. ahora me reitero', 'y yo q pensaba q había visto de todo', 'venía a escribir esto, pero lo he visto con satisfacción en la pole, así que me doy media vuelta y me piro por donde vine']"
62,21,62_ignorados_argumento_escribir_dejan,"['ignorados', 'argumento', 'escribir', 'dejan', 'sois', 'follamoros', 'tonto', 'sanos', 'hombre', 'imbéciles']","['mejor meteme en ignorados y punto. yo haré lo mismo y ni yo tendré que ver tus mierdas ni tu las mias. ¿te parece? aunque me da bastante igual lo que te parezca o deje de parecer', 'hombre de paja. no he dicho eso en ningún momento. estás quedadon como un paleto sinceramente, debes apreciar poco tu dignidad.', 'mira tonto sin remedio serás tú.""podía quedarse y luchar"".comentario de flipado imbécil intregral que conoce al 100% la vida de esa persona. es que sóis simples a más no poder. cuanto bocazas.']"
63,20,63_nazis_fascista_obrera_portada,"['nazis', 'fascista', 'obrera', 'portada', 'ultraderecha', 'lucha', 'segun', 'rajoy', 'maroto', 'palizas']","['estoy hablando de la relacion de esos ""nazis"" con pp o c ́s, que no tiene ningun sentido, y lo hacen solo por meter mierda. todas esas manifestaciones de las que hablas estan poltizadas, por partidos politicos, sindicatos o movimientos afines a algun partido politico. los ""nazis"" tambien hacen manifestaciones y movimientos sociales, pero solo reciben criticas y mierda. tendria mas sentido en esa portada que saliera el amigo tsipras, que es el que gobierna junto a los ""nazis"" en grecia', 'pero qué me cuentas tú de la portada, me la suda el jueves. y ultraderecha no es lo mismo que nazis, pero tú a lo tuyo. y lo deciden los hechos, como cuando la burguesía alemana se sirvió de hitler para reprimir a comunistas y socialistas o como hoy en día, por poner un ejemplo, los nazis de amanecer dorado reciben dinero de grandes empresarios para dar palizas a sindicalistas en huelga.', 'y eso donde lo pone o quien lo decide?? ademas, precisamente los nazis como movimiento son pura lucha obrera, si nos ponemos asi... osea que segun tu, es normal que salga rajoy en la portada por que segun tu esta interesado en frenar la lucha obrera, pero no es normal que saliera tsipras que es el que gobierna con esa misma ultraderecha aka nazis...']"
64,20,64_enorme_ay_xdd_dan,"['enorme', 'ay', 'xdd', 'dan', '11', 'chavales', 'subnormales', 'eh', 'siento', 'grande']","['enorme!!', 'xo q dics lko? jajajjjjjajajjaj!!!111!11!one! xdd', 'ay la virgen!! eso nos pasa por subnormales!!']"
65,20,65_sacan_mugre_nuevo_duda,"['sacan', 'mugre', 'nuevo', 'duda', 'nazis', 'prefiero', 'moros', 'olvidan', 'sanas', 'repite']","['yo prefiero estar rodeado de nazis que de gitanos o moros. sin duda.', 'ahí no estoy de acuerdo, son un brazo del poder para moldear la sociedad. si no te sacan lo de israel, nadie hablaría de israel. si no te sacan lo de la manada, no habría escándalo de la manada. si no te sacan la invasión, más bien la justifican, no hay escándalo hasta que tu barrio es como kabul.', 'tranquilos, la historia siempre se repite y castiga duramente a los que la olvidan. surgirán unas nuevas ""cruzadas"" y un nuevo ""reich"" y, si no, al tiempo. el pueblo ""llano"" se está hartando de respetar sin que les respeten y que todas las ayudas sociales vayan a parar al extranjero por lo que, tarde o temprano, habrá un nuevo ""holocausto"", ¿las víctimas? pues, mayormente, moros y judíos.']"
66,19,66_troll_espero_abre_majo,"['troll', 'espero', 'abre', 'majo', 'peña', 'tratando', 'olvida', 'pedazo', 'jajaja', 'madre mía']","['troll cansino', 'hilo troll del dia.', 'tiene que ser troll']"
67,18,67_vuelva_venido_viaje_nueva,"['vuelva', 'venido', 'viaje', 'nueva', 'mandarlo', 'reviente', 'vuelta', 'tierras', 'chupar bote', 'vino']","['pues si tan terrible le parece cómo se le ha recibido que se vuelva por donde ha venido. puto desagradecido de los cojones', 'que se vuelva por donde ha venido. uno menos.', 'que se vuelva d donde ha venido']"
68,18,68_piso_pisos_zona_viviendas,"['piso', 'pisos', 'zona', 'viviendas', 'alquiler', 'precio', 'barrio', 'coche', 'cuatro', '600']","['no se si has buscado piso últimamente para saber como están los precios. en valencia no encontrarás piso por menos de 600, 600 pavos qué es casi la mitad de un sueldo de un currito de a pie. eso que tenemos más recursos no es así del todo. para que una persona viva en un piso, digamos ""normal"" necesita ganar de 2000 para arriba y tener también sueldo de la pareja. una pareja de mileuristas compite directamente contra los extranjeros de pocos recursos, porque se puede permitir el mismo precio de alquiler.', 'efecto dominó y tal. el piso al que normalmente optaría fran, un joven que está empezando a trabajar y que no gana mucho aún, está ya cogido por 8 extranjeros que viven hacinados. fran decide hacer un esfuerzo y se busca un piso en una zona más cara. ese piso, a su vez, sería en condiciones normales el prototipo de piso por calidades y precios de josé luis el contable, que a su vez se ve forzado a buscar piso en una zona algo más cara porque ahí ya vive fran. y así sucesivamente.', 'si hay algun moro / sudaca leyendo esto le explico el porque voto si te lo explico rápido. en mi edificio hay tres viviendas habitadas (abarrotadas sería más adecuado) por sudamericanos. todas generan problemas graves de convivencia por actuaciones molestas con ruidos, música, perros sueltos, peleas, gritos... que no se producen en el resto de viviendas ocupadas por españoles. siempre que viene la policía, es a la casa de uno de los vuestros. gritos en medio de la noche, tirar la basura por el balcón... todo vale. y te diré más. exactamente lo mismo ocurría en el último edificio en el que viví. lugar en el que os metéis, lugar en el que ya no se puede vivir porque convertís hasta el paraíso más tranquilo y agradable del mundo en una pequeña sudamérica (con todo lo que ello conlleva, no en vano salisteis de ahí corriendo luego tan estupendo no debe ser ese lugar). voy por la calle: si paso a 50 metros de una peluquería dominicana escucho la música de mierda que os gusta a todo trapo. si paso debajo de la terraza de uno de vuestros pisos escucho los gritos salvajes. llego a mi coche y me encuentro a cuatro bolivianos borrachos sentados en el capó bebiéndose una litrona. paso por las canchas y me encuentro a una masa de panchitos ebrios con la excusa del ecua-boley, vendiendo comida sin controles sanitarios y meándose en las farolas. si voy al hospital siempre hay una panchita con los pies en los asientos, si voy en autobus siempre hay un panchito escuchando música en el altavoz del movil. el otro día me paré a ayudar en un accidente de tráfico, el que lo había provocado era uno de los tuyos ""contentillo"". ¿las últimas broncas que he visto por la noche? sudamericanos. ¿hay lío en la oficina del inem? sudamericanos. y no me hagas comentarte de primera mano lo que habeis hecho con la educación de este país desde que empezasteis a matricular niños en los colegios públicos porque puedo perder los nervios. ¿sabes que pasa? que no os habré conocido a todos, pero he conocido a suficientes de los vuestros como para poder permitirme generalizar. os quiero lejos cuando busco un piso, os quiero lejos de mis niños en el cole, os quiero lejos cuando viajo en transporte público y os quiero lejos si me tomo algo en el bar. por cierto, nada de esto tiene que ver con vuestra raza (que por otra parte tampoco tengo muy claro cual es), así que ahórrate lo de racista. tiene que ver única y exclusivamente con la educación.']"
