year_dataset,Topic,Name,documentos,total_documentos_anio,porcentaje_corpus,etiqueta
2015,74,74_legionela_barcaza_solicitantes asilo_solicitantes,18,9701,0.19,74_legionela_barcaza_solicitantes asilo_solicitantes
2015,75,75_erdogan_turquía_turco_ankara,6,9701,0.06,75_erdogan_turquía_turco_ankara
2015,76,76_australia_nauru_australiano_saudí,9,9701,0.09,76_australia_nauru_australiano_saudí
2015,78,78_macron_derecha_francia_ley,1,9701,0.01,78_macron_derecha_francia_ley
2015,79,79_2018_muertes_ruta_oim,1,9701,0.01,79_2018_muertes_ruta_oim
2015,80,80_acepta_inferior_ofreciéndole_cookies,5,9701,0.05,80_acepta_inferior_ofreciéndole_cookies
2015,81,81_camión_conductor_furgoneta_mossos,12,9701,0.12,81_camión_conductor_furgoneta_mossos
2015,82,82_marlaska_grande marlaska_grande_ministro,1,9701,0.01,82_marlaska_grande marlaska_grande_ministro
2015,83,83_patera_alhucemas_desaparecidos_salvamento,60,9701,0.62,83_patera_alhucemas_desaparecidos_salvamento
2015,84,84_macedonia_gases_lacrimógenos_gases lacrimógenos,27,9701,0.28,84_macedonia_gases_lacrimógenos_gases lacrimógenos
2015,85,85_trípoli_libia_jartum_sudán,5,9701,0.05,85_trípoli_libia_jartum_sudán
2015,88,88_guardacostas_guardia costera_costera_griega,20,9701,0.21,88_guardacostas_guardia costera_costera_griega
2015,89,89_día_jornada_migrante_día internacional,13,9701,0.13,89_día_jornada_migrante_día internacional
2016,0,0_patera_salvamento_marítimo_salvamento marítimo,938,11429,8.21,Pateras y Salvamento Marítimo
2016,1,1_canarias_gobierno_migrantes_menores,412,11429,3.6,Canarias y menores migrantes
2016,2,2_alemania_merkel_refugiados_berlín,747,11429,6.54,"Italia, Libia y Mediterráneo"
2016,3,3_policía_detenido_policía nacional_agentes,138,11429,1.21,Alemania y refugiados
2016,4,4_trump_méxico_unidos_donald trump,146,11429,1.28,Policía y detenciones
2016,5,5_open_arms_open arms_barco,4,11429,0.03,Trump y migración
2016,6,6_refugiados_acogida_ayuntamiento_gobierno,226,11429,1.98,Open Arms
2016,7,7_ceuta_inmigrantes_valla_vallado,155,11429,1.36,Acuerdo UE-Turquía
2016,8,8_italia_meloni_salvini_italiano,12,11429,0.1,8_italia_meloni_salvini_italiano
2016,9,9_refugiados_países_ue_000,138,11429,1.21,Procesos judiciales
2016,10,10_prisión_acusado_patera_audiencia,74,11429,0.65,Acogida de refugiados
2016,11,11_griega_naufragio_egeo_grecia,159,11429,1.39,México y frontera
2016,12,12_turquía_ue_ankara_turco,398,11429,3.48,Reparto europeo de refugiados
2016,13,13_méxico_unidos_frontera_migrantes,12,11429,0.1,Grecia y refugiados
2016,14,14_cádiz_playa_embarcación_melilla,33,11429,0.29,14_cádiz_playa_embarcación_melilla
2016,15,15_guardia costera_costera_inmigrantes_guardia,164,11429,1.43,15_guardia costera_costera_inmigrantes_guardia
2016,16,16_papa_francisco_papa francisco_pontífice,205,11429,1.79,Política migratoria de la UE
2016,17,17_grecia_refugiados_turquía_idomeni,285,11429,2.49,17_grecia_refugiados_turquía_idomeni
2016,18,18_ue_europea_países_migración,37,11429,0.32,18_ue_europea_países_migración
2016,19,19_melilla_valla_salto_inmigrantes,116,11429,1.01,19_melilla_valla_salto_inmigrantes
2016,20,20_reino unido_unido_reino_sunak,83,11429,0.73,20_reino unido_unido_reino_sunak
2016,21,21_solicitudes_asilo_peticiones_protección,63,11429,0.55,21_solicitudes_asilo_peticiones_protección
2016,22,22_calais_francia_parís_campamento,218,11429,1.91,22_calais_francia_parís_campamento
2016,23,23_marruecos_españa_rabat_marroquí,11,11429,0.1,23_marruecos_españa_rabat_marroquí
2016,24,24_refugiados_música_concierto_exposición,195,11429,1.71,24_refugiados_música_concierto_exposición
2016,25,25_méxico_unidos_inm_migrantes,4,11429,0.03,25_méxico_unidos_inm_migrantes
2016,26,26_sanitaria_sanidad_atención_tarjeta,28,11429,0.24,26_sanitaria_sanidad_atención_tarjeta
2016,27,27_incendio_bomberos_llamas_fuego,136,11429,1.19,27_incendio_bomberos_llamas_fuego
2016,28,28_israel_gaza_hamás_franja,6,11429,0.05,28_israel_gaza_hamás_franja
2016,29,29_refugiados_españa_grecia_madrid,237,11429,2.07,29_refugiados_españa_grecia_madrid
2016,30,30_austria_refugiados_hungría_tren,66,11429,0.58,30_austria_refugiados_hungría_tren
2016,31,31_refugiados_manifestación_marcha_plaza,161,11429,1.41,31_refugiados_manifestación_marcha_plaza
2016,32,32_rajoy_gobierno_acuerdo_congreso,152,11429,1.33,32_rajoy_gobierno_acuerdo_congreso
2016,33,33_cie_internos_motín_inmigrantes,94,11429,0.82,33_cie_internos_motín_inmigrantes
2016,34,34_camión_policía_bulgaria_vehículo,40,11429,0.35,34_camión_policía_bulgaria_vehículo
2016,35,35_ucranianos_ucrania_refugiados ucranianos_guerra,1,11429,0.01,35_ucranianos_ucrania_refugiados ucranianos_guerra
2016,36,36_mediterráneo_oim_muerto_ruta,83,11429,0.73,36_mediterráneo_oim_muerto_ruta
2016,37,37_climático_cambio climático_climáticos_cambio,46,11429,0.4,37_climático_cambio climático_climáticos_cambio
2016,38,38_asilo_ancianos_centro_ayuntamiento,49,11429,0.43,38_asilo_ancianos_centro_ayuntamiento
2016,39,39_croacia_serbia_eslovenia_croata,18,11429,0.16,39_croacia_serbia_eslovenia_croata
2016,40,40_libia_mediterráneo_naufragio_costa libia,63,11429,0.55,40_libia_mediterráneo_naufragio_costa libia
2016,41,41_barco_watch_salvini_ong,6,11429,0.05,41_barco_watch_salvini_ong
2016,42,42_dinamarca_suecia_danés_partido,112,11429,0.98,42_dinamarca_suecia_danés_partido
2016,43,43_hungría_serbia_frontera_húngaro,16,11429,0.14,43_hungría_serbia_frontera_húngaro
2016,44,44_niños_niños refugiados_refugiados_menores,133,11429,1.16,44_niños_niños refugiados_refugiados_menores
2016,45,45_mauritania_senegal_río tajo_tajo,1,11429,0.01,45_mauritania_senegal_río tajo_tajo
2016,46,46_000_mediterráneo_europa_acnur,38,11429,0.33,46_000_mediterráneo_europa_acnur
2016,47,47_lampedusa_isla_migrantes_meloni,1,11429,0.01,47_lampedusa_isla_migrantes_meloni
2016,48,48_siria_sirios_refugiados_líbano,77,11429,0.67,48_siria_sirios_refugiados_líbano
2016,50,50_naufragio_supervivientes_italia_sicilia,25,11429,0.22,50_naufragio_supervivientes_italia_sicilia
2016,51,51_españa_refugiados_grecia_italia,97,11429,0.85,51_españa_refugiados_grecia_italia
2016,52,52_hungría_orbán_referéndum_húngaros,115,11429,1.01,52_hungría_orbán_referéndum_húngaros
2016,53,53_alimentos_material_recogida_refugiados,83,11429,0.73,53_alimentos_material_recogida_refugiados
2016,54,54_málaga_puerto málaga_patera_puerto,75,11429,0.66,54_málaga_puerto málaga_patera_puerto
2016,55,55_osama_reportera_getafe_mohsen,39,11429,0.34,55_osama_reportera_getafe_mohsen
2016,56,56_cañizares_iglesia_arzobispo_cardenal,21,11429,0.18,56_cañizares_iglesia_arzobispo_cardenal
2016,58,58_venezolanos_venezuela_colombia_país,8,11429,0.07,58_venezolanos_venezuela_colombia_país
2016,59,59_avión_sedición_palma_delito,13,11429,0.11,59_avión_sedición_palma_delito
2016,60,60_bibby_bibby stockholm_stockholm_barcaza,3,11429,0.03,60_bibby_bibby stockholm_stockholm_barcaza
2016,61,61_ruanda_sunak_tribunal_supremo,1,11429,0.01,61_ruanda_sunak_tribunal_supremo
2016,63,63_patera_naufragio_canarias_embarcación,2,11429,0.02,63_patera_naufragio_canarias_embarcación
2016,64,64_texas_abbott_ice_gobernador,7,11429,0.06,64_texas_abbott_ice_gobernador
2016,65,65_novela_historia_película_libro,25,11429,0.22,65_novela_historia_película_libro
2016,66,66_malta_barco_alan kurdi_alan,1,11429,0.01,66_malta_barco_alan kurdi_alan
2016,67,67_roja_cruz roja_cruz_personas,15,11429,0.13,67_roja_cruz roja_cruz_personas
2016,68,68_refugiados_crisis_europa_crisis refugiados,76,11429,0.66,68_refugiados_crisis_europa_crisis refugiados
2016,69,69_acuerdo_turquía_ue_bandera,131,11429,1.15,69_acuerdo_turquía_ue_bandera
2016,70,70_camión_frigorífico_camión frigorífico_minerva,22,11429,0.19,70_camión_frigorífico_camión frigorífico_minerva
2016,71,71_malasia_tailandia_birmania_indonesia,2,11429,0.02,71_malasia_tailandia_birmania_indonesia
2016,72,72_cubanos_unidos_migración_costa rica,12,11429,0.1,72_cubanos_unidos_migración_costa rica
2016,73,73_macedonia_frontera_grecia_gevgelija,49,11429,0.43,73_macedonia_frontera_grecia_gevgelija
2016,74,74_legionela_barcaza_solicitantes asilo_solicitantes,1,11429,0.01,74_legionela_barcaza_solicitantes asilo_solicitantes
2016,75,75_erdogan_turquía_turco_ankara,37,11429,0.32,75_erdogan_turquía_turco_ankara
2016,76,76_australia_nauru_australiano_saudí,45,11429,0.39,76_australia_nauru_australiano_saudí
2016,79,79_2018_muertes_ruta_oim,5,11429,0.04,79_2018_muertes_ruta_oim
2016,80,80_acepta_inferior_ofreciéndole_cookies,6,11429,0.05,80_acepta_inferior_ofreciéndole_cookies
2016,81,81_camión_conductor_furgoneta_mossos,28,11429,0.24,81_camión_conductor_furgoneta_mossos
2016,82,82_marlaska_grande marlaska_grande_ministro,1,11429,0.01,82_marlaska_grande marlaska_grande_ministro
2016,83,83_patera_alhucemas_desaparecidos_salvamento,13,11429,0.11,83_patera_alhucemas_desaparecidos_salvamento
2016,84,84_macedonia_gases_lacrimógenos_gases lacrimógenos,82,11429,0.72,84_macedonia_gases_lacrimógenos_gases lacrimógenos
2016,85,85_trípoli_libia_jartum_sudán,12,11429,0.1,85_trípoli_libia_jartum_sudán
2016,86,86_terremoto_sirios afectados_afectados terremoto_afectados,23,11429,0.2,86_terremoto_sirios afectados_afectados terremoto_afectados
2016,87,87_morales_evo_evo morales_bolivia,1,11429,0.01,87_morales_evo_evo morales_bolivia
2016,88,88_guardacostas_guardia costera_costera_griega,34,11429,0.3,88_guardacostas_guardia costera_costera_griega
2016,89,89_día_jornada_migrante_día internacional,11,11429,0.1,89_día_jornada_migrante_día internacional
2016,90,90_adopción_pp_casado_situación irregular,1,11429,0.01,90_adopción_pp_casado_situación irregular
2019,0,0_patera_salvamento_marítimo_salvamento marítimo,2077,15285,13.59,Pateras y Salvamento Marítimo
2019,1,1_canarias_gobierno_migrantes_menores,1786,15285,11.68,Canarias y menores migrantes
2019,2,2_alemania_merkel_refugiados_berlín,111,15285,0.73,"Italia, Libia y Mediterráneo"
2019,3,3_policía_detenido_policía nacional_agentes,352,15285,2.3,Alemania y refugiados
2019,4,4_trump_méxico_unidos_donald trump,590,15285,3.86,Policía y detenciones
2019,5,5_open_arms_open arms_barco,807,15285,5.28,Trump y migración
2019,6,6_refugiados_acogida_ayuntamiento_gobierno,88,15285,0.58,Open Arms
2019,7,7_ceuta_inmigrantes_valla_vallado,154,15285,1.01,Acuerdo UE-Turquía
2019,8,8_italia_meloni_salvini_italiano,240,15285,1.57,8_italia_meloni_salvini_italiano
2019,9,9_refugiados_países_ue_000,10,15285,0.07,Procesos judiciales
2019,10,10_prisión_acusado_patera_audiencia,124,15285,0.81,Acogida de refugiados
2019,11,11_griega_naufragio_egeo_grecia,47,15285,0.31,México y frontera
2019,12,12_turquía_ue_ankara_turco,23,15285,0.15,Reparto europeo de refugiados
2019,13,13_méxico_unidos_frontera_migrantes,262,15285,1.71,Grecia y refugiados
2019,14,14_cádiz_playa_embarcación_melilla,184,15285,1.2,14_cádiz_playa_embarcación_melilla
2019,15,15_guardia costera_costera_inmigrantes_guardia,20,15285,0.13,15_guardia costera_costera_inmigrantes_guardia
2019,16,16_papa_francisco_papa francisco_pontífice,111,15285,0.73,Política migratoria de la UE
2019,17,17_grecia_refugiados_turquía_idomeni,57,15285,0.37,17_grecia_refugiados_turquía_idomeni
2019,18,18_ue_europea_países_migración,71,15285,0.46,18_ue_europea_países_migración
2019,19,19_melilla_valla_salto_inmigrantes,147,15285,0.96,19_melilla_valla_salto_inmigrantes
2019,20,20_reino unido_unido_reino_sunak,21,15285,0.14,20_reino unido_unido_reino_sunak
2019,21,21_solicitudes_asilo_peticiones_protección,126,15285,0.82,21_solicitudes_asilo_peticiones_protección
2019,22,22_calais_francia_parís_campamento,41,15285,0.27,22_calais_francia_parís_campamento
2019,23,23_marruecos_españa_rabat_marroquí,138,15285,0.9,23_marruecos_españa_rabat_marroquí
2019,24,24_refugiados_música_concierto_exposición,62,15285,0.41,24_refugiados_música_concierto_exposición
2019,25,25_méxico_unidos_inm_migrantes,178,15285,1.16,25_méxico_unidos_inm_migrantes
2019,26,26_sanitaria_sanidad_atención_tarjeta,23,15285,0.15,26_sanitaria_sanidad_atención_tarjeta
2019,27,27_incendio_bomberos_llamas_fuego,102,15285,0.67,27_incendio_bomberos_llamas_fuego
2019,28,28_israel_gaza_hamás_franja,3,15285,0.02,28_israel_gaza_hamás_franja
2019,29,29_refugiados_españa_grecia_madrid,10,15285,0.07,29_refugiados_españa_grecia_madrid
2019,30,30_austria_refugiados_hungría_tren,1,15285,0.01,30_austria_refugiados_hungría_tren
2019,31,31_refugiados_manifestación_marcha_plaza,46,15285,0.3,31_refugiados_manifestación_marcha_plaza
2019,32,32_rajoy_gobierno_acuerdo_congreso,9,15285,0.06,32_rajoy_gobierno_acuerdo_congreso
2019,33,33_cie_internos_motín_inmigrantes,124,15285,0.81,33_cie_internos_motín_inmigrantes
2019,34,34_camión_policía_bulgaria_vehículo,78,15285,0.51,34_camión_policía_bulgaria_vehículo
2019,35,35_ucranianos_ucrania_refugiados ucranianos_guerra,1,15285,0.01,35_ucranianos_ucrania_refugiados ucranianos_guerra
2019,36,36_mediterráneo_oim_muerto_ruta,49,15285,0.32,36_mediterráneo_oim_muerto_ruta
2019,37,37_climático_cambio climático_climáticos_cambio,87,15285,0.57,37_climático_cambio climático_climáticos_cambio
2019,38,38_asilo_ancianos_centro_ayuntamiento,69,15285,0.45,38_asilo_ancianos_centro_ayuntamiento
2019,39,39_croacia_serbia_eslovenia_croata,2,15285,0.01,39_croacia_serbia_eslovenia_croata
2019,40,40_libia_mediterráneo_naufragio_costa libia,47,15285,0.31,40_libia_mediterráneo_naufragio_costa libia
2019,41,41_barco_watch_salvini_ong,148,15285,0.97,41_barco_watch_salvini_ong
2019,42,42_dinamarca_suecia_danés_partido,12,15285,0.08,42_dinamarca_suecia_danés_partido
2019,43,43_hungría_serbia_frontera_húngaro,2,15285,0.01,43_hungría_serbia_frontera_húngaro
2019,44,44_niños_niños refugiados_refugiados_menores,29,15285,0.19,44_niños_niños refugiados_refugiados_menores
2019,45,45_mauritania_senegal_río tajo_tajo,6,15285,0.04,45_mauritania_senegal_río tajo_tajo
2019,46,46_000_mediterráneo_europa_acnur,4,15285,0.03,46_000_mediterráneo_europa_acnur
2019,47,47_lampedusa_isla_migrantes_meloni,16,15285,0.1,47_lampedusa_isla_migrantes_meloni
2019,48,48_siria_sirios_refugiados_líbano,28,15285,0.18,48_siria_sirios_refugiados_líbano
2019,49,49_audaz_open arms_arms_open,192,15285,1.26,49_audaz_open arms_arms_open
2019,50,50_naufragio_supervivientes_italia_sicilia,6,15285,0.04,50_naufragio_supervivientes_italia_sicilia
2019,51,51_españa_refugiados_grecia_italia,4,15285,0.03,51_españa_refugiados_grecia_italia
2019,52,52_hungría_orbán_referéndum_húngaros,8,15285,0.05,52_hungría_orbán_referéndum_húngaros
2019,53,53_alimentos_material_recogida_refugiados,36,15285,0.24,53_alimentos_material_recogida_refugiados
2019,54,54_málaga_puerto málaga_patera_puerto,71,15285,0.46,54_málaga_puerto málaga_patera_puerto
2019,55,55_osama_reportera_getafe_mohsen,5,15285,0.03,55_osama_reportera_getafe_mohsen
2019,56,56_cañizares_iglesia_arzobispo_cardenal,37,15285,0.24,56_cañizares_iglesia_arzobispo_cardenal
2019,57,57_quemado colado_aire irrita_niños tosen_paredes niños,145,15285,0.95,57_quemado colado_aire irrita_niños tosen_paredes niños
2019,58,58_venezolanos_venezuela_colombia_país,114,15285,0.75,58_venezolanos_venezuela_colombia_país
2019,59,59_avión_sedición_palma_delito,3,15285,0.02,59_avión_sedición_palma_delito
2019,60,60_bibby_bibby stockholm_stockholm_barcaza,12,15285,0.08,60_bibby_bibby stockholm_stockholm_barcaza
2019,62,62_viking_ocean viking_ocean_356,158,15285,1.03,62_viking_ocean viking_ocean_356
2019,63,63_patera_naufragio_canarias_embarcación,77,15285,0.5,63_patera_naufragio_canarias_embarcación
2019,64,64_texas_abbott_ice_gobernador,74,15285,0.48,64_texas_abbott_ice_gobernador
2019,65,65_novela_historia_película_libro,76,15285,0.5,65_novela_historia_película_libro
2019,66,66_malta_barco_alan kurdi_alan,144,15285,0.94,66_malta_barco_alan kurdi_alan
2019,67,67_roja_cruz roja_cruz_personas,52,15285,0.34,67_roja_cruz roja_cruz_personas
2019,68,68_refugiados_crisis_europa_crisis refugiados,6,15285,0.04,68_refugiados_crisis_europa_crisis refugiados
2019,69,69_acuerdo_turquía_ue_bandera,4,15285,0.03,69_acuerdo_turquía_ue_bandera
2019,70,70_camión_frigorífico_camión frigorífico_minerva,27,15285,0.18,70_camión_frigorífico_camión frigorífico_minerva
2019,71,71_malasia_tailandia_birmania_indonesia,14,15285,0.09,71_malasia_tailandia_birmania_indonesia
2019,72,72_cubanos_unidos_migración_costa rica,12,15285,0.08,72_cubanos_unidos_migración_costa rica
2019,73,73_macedonia_frontera_grecia_gevgelija,4,15285,0.03,73_macedonia_frontera_grecia_gevgelija
2019,74,74_legionela_barcaza_solicitantes asilo_solicitantes,11,15285,0.07,74_legionela_barcaza_solicitantes asilo_solicitantes
2019,75,75_erdogan_turquía_turco_ankara,78,15285,0.51,75_erdogan_turquía_turco_ankara
2019,76,76_australia_nauru_australiano_saudí,57,15285,0.37,76_australia_nauru_australiano_saudí
2019,77,77_audaz_open_open arms_arms,119,15285,0.78,77_audaz_open_open arms_arms
2019,78,78_macron_derecha_francia_ley,48,15285,0.31,78_macron_derecha_francia_ley
2019,79,79_2018_muertes_ruta_oim,65,15285,0.43,79_2018_muertes_ruta_oim
2019,80,80_acepta_inferior_ofreciéndole_cookies,45,15285,0.29,80_acepta_inferior_ofreciéndole_cookies
2019,81,81_camión_conductor_furgoneta_mossos,56,15285,0.37,81_camión_conductor_furgoneta_mossos
2019,82,82_marlaska_grande marlaska_grande_ministro,13,15285,0.09,82_marlaska_grande marlaska_grande_ministro
2019,83,83_patera_alhucemas_desaparecidos_salvamento,27,15285,0.18,83_patera_alhucemas_desaparecidos_salvamento
2019,84,84_macedonia_gases_lacrimógenos_gases lacrimógenos,4,15285,0.03,84_macedonia_gases_lacrimógenos_gases lacrimógenos
2019,85,85_trípoli_libia_jartum_sudán,76,15285,0.5,85_trípoli_libia_jartum_sudán
2019,87,87_morales_evo_evo morales_bolivia,99,15285,0.65,87_morales_evo_evo morales_bolivia
2019,88,88_guardacostas_guardia costera_costera_griega,8,15285,0.05,88_guardacostas_guardia costera_costera_griega
2019,89,89_día_jornada_migrante_día internacional,42,15285,0.27,89_día_jornada_migrante_día internacional
2019,90,90_adopción_pp_casado_situación irregular,99,15285,0.65,90_adopción_pp_casado_situación irregular
2023,0,0_patera_salvamento_marítimo_salvamento marítimo,3347,20573,16.27,Pateras y Salvamento Marítimo
2023,1,1_canarias_gobierno_migrantes_menores,3207,20573,15.59,Canarias y menores migrantes
2023,2,2_alemania_merkel_refugiados_berlín,126,20573,0.61,"Italia, Libia y Mediterráneo"
2023,3,3_policía_detenido_policía nacional_agentes,710,20573,3.45,Alemania y refugiados
2023,4,4_trump_méxico_unidos_donald trump,22,20573,0.11,Policía y detenciones
2023,5,5_open_arms_open arms_barco,22,20573,0.11,Trump y migración
2023,6,6_refugiados_acogida_ayuntamiento_gobierno,83,20573,0.4,Open Arms
2023,7,7_ceuta_inmigrantes_valla_vallado,168,20573,0.82,Acuerdo UE-Turquía
2023,8,8_italia_meloni_salvini_italiano,271,20573,1.32,8_italia_meloni_salvini_italiano
2023,9,9_refugiados_países_ue_000,14,20573,0.07,Procesos judiciales
2023,10,10_prisión_acusado_patera_audiencia,305,20573,1.48,Acogida de refugiados
2023,11,11_griega_naufragio_egeo_grecia,152,20573,0.74,México y frontera
2023,12,12_turquía_ue_ankara_turco,14,20573,0.07,Reparto europeo de refugiados
2023,13,13_méxico_unidos_frontera_migrantes,196,20573,0.95,Grecia y refugiados
2023,14,14_cádiz_playa_embarcación_melilla,191,20573,0.93,14_cádiz_playa_embarcación_melilla
